	sentence	named_entity	rank
78	"There was no time to think about what was going to happen the day after the Games finished in September.""  One of the four main venues used for Rio 2016 was the Deodoro outdoor complex on the outskirts of the city."	"[{""text"": ""the day after"", ""type"": ""DATE"", ""start"": 58, ""end"": 71, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 76, ""end"": 81, ""cms"": null}, {""text"": ""September"", ""type"": ""DATE"", ""start"": 94, ""end"": 103, ""cms"": null}, {""text"": ""One"", ""type"": ""CARDINAL"", ""start"": 107, ""end"": 110, ""cms"": null}, {""text"": ""four"", ""type"": ""CARDINAL"", ""start"": 118, ""end"": 122, ""cms"": null}, {""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 144, ""end"": 152, ""cms"": null}, {""text"": ""Deodoro"", ""type"": ""FAC"", ""start"": 161, ""end"": 168, ""cms"": null}]"	1
79	It was where Team GB's women's hockey team struck gold, and the men's rugby side won silver.	"[{""text"": ""Team GB's"", ""type"": ""ORG"", ""start"": 13, ""end"": 22, ""cms"": null}]"	1
80	 Deodoro is located in Rio de Janeiro's West Zone  But Deodoro has long since been abandoned.	"[{""text"": ""Deodoro"", ""type"": ""GPE"", ""start"": 1, ""end"": 8, ""cms"": null}, {""text"": ""Rio de Janeiro's"", ""type"": ""GPE"", ""start"": 23, ""end"": 39, ""cms"": null}, {""text"": ""West Zone"", ""type"": ""LOC"", ""start"": 40, ""end"": 49, ""cms"": null}, {""text"": ""Deodoro"", ""type"": ""GPE"", ""start"": 55, ""end"": 62, ""cms"": null}]"	1
81	There are 8ft high fences with padlocked gates surrounding the complex and promises this would be used for the greater good of the local community haven't been kept.	"[{""text"": ""8ft"", ""type"": ""QUANTITY"", ""start"": 10, ""end"": 13, ""cms"": null}]"	1
82	 Among them is an already dilapidated BMX cycle track and the hugely expensive white water course.	[]	1
83	It was built for barely a week of competition and was meant to be transformed into an open-air swimming pool for locals after the Games.	"[{""text"": ""barely a week"", ""type"": ""DATE"", ""start"": 17, ""end"": 30, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 130, ""end"": 135, ""cms"": null}]"	1
84	 The pool remains dry, unused and empty - yet another example of a Rio 2016 legacy that simply hasn't materialised.	"[{""text"": ""Rio 2016"", ""type"": ""EVENT"", ""start"": 67, ""end"": 75, ""cms"": null}]"	1
85	Video  It is six months since the Olympic and Paralympic Games in Rio de Janeiro came to an end.	"[{""text"": ""six months"", ""type"": ""DATE"", ""start"": 13, ""end"": 23, ""cms"": null}, {""text"": ""Olympic and Paralympic Games"", ""type"": ""EVENT"", ""start"": 34, ""end"": 62, ""cms"": null}, {""text"": ""Rio de Janeiro"", ""type"": ""GPE"", ""start"": 66, ""end"": 80, ""cms"": null}]"	2
86	 While Brazilian officials insist there were tangible benefits for the country, the BBC's Wyre Davies reports on anger and frustration at the broken promises and lost opportunities.	"[{""text"": ""Brazilian"", ""type"": ""NORP"", ""start"": 7, ""end"": 16, ""cms"": null}, {""text"": ""BBC"", ""type"": ""ORG"", ""start"": 84, ""end"": 87, ""cms"": null}, {""text"": ""Wyre Davies"", ""type"": ""PERSON"", ""start"": 90, ""end"": 101, ""cms"": null}]"	2
87	Exactly six months after the 2016 Olympic Games ended, Wyre Davies investigates why many of the sporting venues in Rio remain empty and how officials have failed to provide a post-Olympic legacy.	"[{""text"": ""Exactly six months"", ""type"": ""DATE"", ""start"": 0, ""end"": 18, ""cms"": null}, {""text"": ""the 2016"", ""type"": ""EVENT"", ""start"": 25, ""end"": 33, ""cms"": null}, {""text"": ""Olympic Games"", ""type"": ""EVENT"", ""start"": 34, ""end"": 47, ""cms"": null}, {""text"": ""Wyre Davies"", ""type"": ""PERSON"", ""start"": 55, ""end"": 66, ""cms"": null}, {""text"": ""Rio"", ""type"": ""GPE"", ""start"": 115, ""end"": 118, ""cms"": null}, {""text"": ""post-Olympic"", ""type"": ""EVENT"", ""start"": 175, ""end"": 187, ""cms"": null}]"	5
88	 	[]	5
89	Listen to more from this story on BBC Radio 5 live's Breakfast show on Monday, 20 March from 06:00 GMT.	"[{""text"": ""BBC Radio 5 live"", ""type"": ""ORG"", ""start"": 34, ""end"": 50, ""cms"": null}, {""text"": ""Breakfast"", ""type"": ""WORK_OF_ART"", ""start"": 53, ""end"": 62, ""cms"": null}, {""text"": ""Monday, 20 March"", ""type"": ""DATE"", ""start"": 71, ""end"": 87, ""cms"": null}, {""text"": ""06:00 GMT"", ""type"": ""TIME"", ""start"": 93, ""end"": 102, ""cms"": null}]"	5
90	 	[]	5
91	READ MORE: Should Rio have done better with Olympic legacy?	"[{""text"": ""Rio"", ""type"": ""EVENT"", ""start"": 18, ""end"": 21, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 44, ""end"": 51, ""cms"": null}]"	5
92	The Winter Olympics is almost over.	"[{""text"": ""The Winter Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 19, ""cms"": null}]"	3
93	It has been lots of fun.	[]	3
94	We’ve suffered the heartbreak of Elise Christie’s crash and disqualification, revelled in the glory of Lizzy Yarnold’s success in the skeleton, and felt utter bemusement at trying to work out the actual rules of curling.	"[{""text"": ""Elise Christie\u2019s"", ""type"": ""PERSON"", ""start"": 33, ""end"": 49, ""cms"": null}, {""text"": ""Lizzy Yarnold\u2019s"", ""type"": ""PERSON"", ""start"": 103, ""end"": 118, ""cms"": null}]"	3
95	It won&apos;t come as any surprise to Olympics viewers that hosting a Games is costly.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 38, ""end"": 46, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 70, ""end"": 75, ""cms"": null}]"	3
96	The estimated cost of Pyeongchang has been $12.9 billion.	"[{""text"": ""Pyeongchang"", ""type"": ""EVENT"", ""start"": 22, ""end"": 33, ""cms"": null}, {""text"": ""$12.9 billion"", ""type"": ""MONEY"", ""start"": 43, ""end"": 56, ""cms"": null}]"	3
97	Often the investment from a Games is used to create an Olympic legacy for the host country, but sometimes sites end up as abandoned ghosts of former tournaments.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 28, ""end"": 33, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 55, ""end"": 62, ""cms"": null}]"	3
98	Here are some of them.	[]	3
99	Rio 2016GettyimagesConstruction of facilities for the 2016 Rio Summer Olympics were costly.	"[{""text"": ""Rio"", ""type"": ""GPE"", ""start"": 0, ""end"": 3, ""cms"": null}, {""text"": ""2016"", ""type"": ""DATE"", ""start"": 54, ""end"": 58, ""cms"": null}, {""text"": ""Rio Summer Olympics"", ""type"": ""EVENT"", ""start"": 59, ""end"": 78, ""cms"": null}]"	3
100	According to one estimate, at least $13 billion was spent on building venues for the games.	"[{""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 13, ""end"": 16, ""cms"": null}, {""text"": ""at least $13 billion"", ""type"": ""MONEY"", ""start"": 27, ""end"": 47, ""cms"": null}]"	3
101	 This is the Olympic Park, photographed in March 2017.GettyimagesMonths	"[{""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 9, ""end"": 25, ""cms"": null}, {""text"": ""March 2017.GettyimagesMonths"", ""type"": ""DATE"", ""start"": 43, ""end"": 71, ""cms"": null}]"	3
102	after the games had finished, these photos were taken of the former Rio Media Centre, which had been constructed to host visiting press.	"[{""text"": ""Rio Media Centre"", ""type"": ""FAC"", ""start"": 68, ""end"": 84, ""cms"": null}]"	3
103	 Gettyimages	[]	3
104	 	[]	3
105	This was the Rio Olympic Aquatic Centre, where Britain’s Adam Peaty famously won gold in the 100m breaststroke.gettyimagesAnd	"[{""text"": ""the Rio Olympic Aquatic Centre"", ""type"": ""FAC"", ""start"": 9, ""end"": 39, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 47, ""end"": 54, ""cms"": null}, {""text"": ""Adam Peaty"", ""type"": ""PERSON"", ""start"": 57, ""end"": 67, ""cms"": null}, {""text"": ""100m"", ""type"": ""QUANTITY"", ""start"": 93, ""end"": 97, ""cms"": null}]"	3
106	here’s what it looked like nine months after the games.	"[{""text"": ""nine months"", ""type"": ""DATE"", ""start"": 27, ""end"": 38, ""cms"": null}]"	3
107	 	[]	3
108	GettyimagesBeijing	[]	3
109	2008GettyimagesThe	[]	3
110	2008 Olympics in Beijing were a big showpiece, and the opening ceremony was spectacular.	"[{""text"": ""2008"", ""type"": ""DATE"", ""start"": 0, ""end"": 4, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 5, ""end"": 13, ""cms"": null}, {""text"": ""Beijing"", ""type"": ""GPE"", ""start"": 17, ""end"": 24, ""cms"": null}]"	3
111	The Games cost around £28 billion.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 4, ""end"": 9, ""cms"": null}, {""text"": ""around \u00a328 billion"", ""type"": ""MONEY"", ""start"": 15, ""end"": 33, ""cms"": null}]"	3
112	They’re hosting the Winter Olympics in 2022, when the Bird&apos;s Nest will be used again.	"[{""text"": ""the Winter Olympics"", ""type"": ""EVENT"", ""start"": 16, ""end"": 35, ""cms"": null}, {""text"": ""2022"", ""type"": ""DATE"", ""start"": 39, ""end"": 43, ""cms"": null}, {""text"": ""the Bird&apos;s Nest"", ""type"": ""FAC"", ""start"": 50, ""end"": 70, ""cms"": null}]"	3
113	These photos though, taken in 2016, of fallen Beijing mascots lying prostrate among the overgrowth of a discontinued shopping mall, are absolutely nightmarish.	"[{""text"": ""2016"", ""type"": ""DATE"", ""start"": 30, ""end"": 34, ""cms"": null}, {""text"": ""Beijing"", ""type"": ""GPE"", ""start"": 46, ""end"": 53, ""cms"": null}]"	3
114	Here&apos;s YingYing.gettyimages	[]	3
115	 This is Beibei.gettyimagesAnd	[]	3
116	that’s Nini.gettyimagesTorino 2006Athletes walk through the Olympic village in 2006.gettyimagesParts of the Olympic village, in 2016, after they were occupied by refugees.gettyimagesGreece 2004The Summer Olympics of 2004 were estimated to have cost Greece $11 billion.gettyimagesThis	"[{""text"": ""2016"", ""type"": ""DATE"", ""start"": 128, ""end"": 132, ""cms"": null}, {""text"": ""Summer Olympics of"", ""type"": ""EVENT"", ""start"": 197, ""end"": 215, ""cms"": null}, {""text"": ""2004"", ""type"": ""DATE"", ""start"": 216, ""end"": 220, ""cms"": null}, {""text"": ""Greece"", ""type"": ""GPE"", ""start"": 249, ""end"": 255, ""cms"": null}, {""text"": ""$11 billion.gettyimagesThis"", ""type"": ""MONEY"", ""start"": 256, ""end"": 283, ""cms"": null}]"	3
117	was the site in 2012.gettyimagesHere&apos;s the German women’s hockey team celebrating victory in Athens.	"[{""text"": ""German"", ""type"": ""NORP"", ""start"": 48, ""end"": 54, ""cms"": null}, {""text"": ""Athens"", ""type"": ""GPE"", ""start"": 98, ""end"": 104, ""cms"": null}]"	3
118	GettyimagesBy 2011, that playing surface looked like this.	"[{""text"": ""2011"", ""type"": ""DATE"", ""start"": 14, ""end"": 18, ""cms"": null}]"	3
119	GettyimagesSarajevo 1984The Opening Ceremony at the 1984 Winter Olympics in Sarajevo, former Yugoslavia.	"[{""text"": ""GettyimagesSarajevo"", ""type"": ""GPE"", ""start"": 0, ""end"": 19, ""cms"": null}, {""text"": ""1984"", ""type"": ""DATE"", ""start"": 52, ""end"": 56, ""cms"": null}, {""text"": ""Winter Olympics"", ""type"": ""EVENT"", ""start"": 57, ""end"": 72, ""cms"": null}, {""text"": ""Sarajevo"", ""type"": ""GPE"", ""start"": 76, ""end"": 84, ""cms"": null}, {""text"": ""Yugoslavia"", ""type"": ""GPE"", ""start"": 93, ""end"": 103, ""cms"": null}]"	3
120	GettyimagesThis is what one of the ski jumps looked like in 2017.	"[{""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""cms"": null}, {""text"": ""2017"", ""type"": ""DATE"", ""start"": 60, ""end"": 64, ""cms"": null}]"	3
121	A lot of the facilities from the Sarajevo Olympics were left unusable after the Bosnian war that took place between 1992 and 1995.gettyimagesHere&apos;s Anthony Howard of Team GB competing in the Men’s Singles Luge event.gettyimages	"[{""text"": ""the Sarajevo Olympics"", ""type"": ""EVENT"", ""start"": 29, ""end"": 50, ""cms"": null}, {""text"": ""the Bosnian war"", ""type"": ""EVENT"", ""start"": 76, ""end"": 91, ""cms"": null}, {""text"": ""between 1992 and 1995.gettyimagesHere&apos;s Anthony"", ""type"": ""DATE"", ""start"": 108, ""end"": 160, ""cms"": null}, {""text"": ""Team GB"", ""type"": ""ORG"", ""start"": 171, ""end"": 178, ""cms"": null}, {""text"": ""Singles Luge"", ""type"": ""EVENT"", ""start"": 202, ""end"": 214, ""cms"": null}]"	3
122	 	[]	3
123	The bobsled track was used during the war to transport weapons.gettyimagesThis is Senad Omanovic, the luge coach for Bosnia and Herzegovina, earlier this month at the track.	"[{""text"": ""Senad Omanovic"", ""type"": ""PERSON"", ""start"": 82, ""end"": 96, ""cms"": null}, {""text"": ""Bosnia and Herzegovina"", ""type"": ""GPE"", ""start"": 117, ""end"": 139, ""cms"": null}, {""text"": ""earlier this month"", ""type"": ""DATE"", ""start"": 141, ""end"": 159, ""cms"": null}]"	3
124	He&apos;s been trying to raise funds to reconstruct it.gettyimagesBerlin	[]	3
125	1936The	"[{""text"": ""1936The"", ""type"": ""CARDINAL"", ""start"": 0, ""end"": 7, ""cms"": null}]"	3
126	Olympic Village in Berlin, as pictured in 1936.	"[{""text"": ""Olympic Village"", ""type"": ""FAC"", ""start"": 0, ""end"": 15, ""cms"": null}, {""text"": ""Berlin"", ""type"": ""GPE"", ""start"": 19, ""end"": 25, ""cms"": null}, {""text"": ""1936"", ""type"": ""DATE"", ""start"": 42, ""end"": 46, ""cms"": null}]"	3
127	The Village housed athletes for the games, which took place under Nazi rule.	"[{""text"": ""Village"", ""type"": ""FAC"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""Nazi"", ""type"": ""NORP"", ""start"": 66, ""end"": 70, ""cms"": null}]"	3
128	Shortly after the Games, parts of the village were used as barracks for the German army.gettyimagesThis is a photo of the site of that village in 2015, where there were plans to restore and rebuild into apartments.gettyimagesThis	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 18, ""end"": 23, ""cms"": null}, {""text"": ""German"", ""type"": ""NORP"", ""start"": 76, ""end"": 82, ""cms"": null}, {""text"": ""2015"", ""type"": ""DATE"", ""start"": 146, ""end"": 150, ""cms"": null}]"	3
129	is the remains of an Olympic swimming pool in Elstal, west of Berlin.	"[{""text"": ""Elstal"", ""type"": ""GPE"", ""start"": 46, ""end"": 52, ""cms"": null}, {""text"": ""Berlin"", ""type"": ""GPE"", ""start"": 62, ""end"": 68, ""cms"": null}]"	3
130	After 1945, it served as barracks for Russian officers, until the Russian army&apos;s final withdrawal during the nineties.	"[{""text"": ""1945"", ""type"": ""DATE"", ""start"": 6, ""end"": 10, ""cms"": null}, {""text"": ""Russian"", ""type"": ""NORP"", ""start"": 38, ""end"": 45, ""cms"": null}, {""text"": ""Russian"", ""type"": ""NORP"", ""start"": 66, ""end"": 73, ""cms"": null}, {""text"": ""the nineties"", ""type"": ""DATE"", ""start"": 110, ""end"": 122, ""cms"": null}]"	3
131	Gettyimages* This article was updated on 26 February 2018 to reflect the fact that Lizzy Yarnold competed in skeleton, rather than bobsleigh.	"[{""text"": ""26 February 2018"", ""type"": ""DATE"", ""start"": 41, ""end"": 57, ""cms"": null}, {""text"": ""Lizzy Yarnold"", ""type"": ""PERSON"", ""start"": 83, ""end"": 96, ""cms"": null}]"	3
132	Originally published 23 February 2018.	"[{""text"": ""23 February 2018"", ""type"": ""DATE"", ""start"": 21, ""end"": 37, ""cms"": null}]"	3
