	sentence	named_entity	rank
1554	"

"	[]	195
1555	Deloitte has backed London 2012 from the beginning, working with the bid team from its very early days and has since provided more than 400,000 hours of support to LOCOG.	"[{""text"": ""Deloitte"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""London"", ""type"": ""ORG"", ""start"": 20, ""end"": 26, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 27, ""end"": 31, ""cms"": null}, {""text"": ""its very early days"", ""type"": ""DATE"", ""start"": 83, ""end"": 102, ""cms"": null}, {""text"": ""more than 400,000 hours"", ""type"": ""TIME"", ""start"": 126, ""end"": 149, ""cms"": null}, {""text"": ""LOCOG"", ""type"": ""ORG"", ""start"": 164, ""end"": 169, ""cms"": null}]"	195
1556	Alongside BP, another founding member of Arc, and other Games sponsors supporting this programme, we take seriously the responsibility we all have in ensuring a sustainable Games legacy for London and the UK.	"[{""text"": ""BP"", ""type"": ""ORG"", ""start"": 10, ""end"": 12, ""cms"": null}, {""text"": ""Arc"", ""type"": ""ORG"", ""start"": 41, ""end"": 44, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 56, ""end"": 61, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 173, ""end"": 178, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 190, ""end"": 196, ""cms"": null}, {""text"": ""UK"", ""type"": ""GPE"", ""start"": 205, ""end"": 207, ""cms"": null}]"	195
1557	"

"	[]	195
1558	The BITC programme was particularly appealing to Deloitte because it connects our role in delivering the London 2012 Games with our wider commitment to foster social innovation.	"[{""text"": ""BITC"", ""type"": ""ORG"", ""start"": 4, ""end"": 8, ""cms"": null}, {""text"": ""Deloitte"", ""type"": ""ORG"", ""start"": 49, ""end"": 57, ""cms"": null}, {""text"": ""the London 2012 Games"", ""type"": ""EVENT"", ""start"": 101, ""end"": 122, ""cms"": null}]"	195
1559	We have already announced our backing for the Nexters scheme, which supports and develops social entrepreneurs, and Nobel Laureate Muhammad Yunus will be launching our full social innovation programme later this year.	"[{""text"": ""Nexters"", ""type"": ""ORG"", ""start"": 46, ""end"": 53, ""cms"": null}, {""text"": ""Muhammad Yunus"", ""type"": ""PERSON"", ""start"": 131, ""end"": 145, ""cms"": null}, {""text"": ""later this year"", ""type"": ""DATE"", ""start"": 201, ""end"": 216, ""cms"": null}]"	195
1560	We want to help showcase social enterprises and social innovations that demonstrate real potential for growth and provide the support to help them achieve scale and become investment-ready.	[]	195
1561	"

We believe in the potential of this sector to become an important economic player."	[]	195
1562	We want to be part of achieving that goal, share our experience with those emerging business leaders and learn from their innovation and creativity.	[]	195
1563	Innovation is a big deal at Deloitte, it is a distinctive feature of our company, our services to clients and our people – and we want to be sure we recognise and support it.	"[{""text"": ""Deloitte"", ""type"": ""ORG"", ""start"": 28, ""end"": 36, ""cms"": null}]"	195
1564	"

One of the biggest challenges social enterprises face has been the difficulty of growing at speed and reaching a scale where they can make a difference on a larger scale."	[]	195
1565	Business can play a vital role here, providing the advice and support to social enterprises as they grow.	[]	195
1566	"

And this is a two-way exchange."	"[{""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 16, ""end"": 19, ""cms"": null}]"	195
1567	Our people will learn new skills by working in this emerging sector, senior executives from other clients will have the chance to get involved and we will all improve our understanding of one of the fastest growing sectors in the country.	"[{""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 188, ""end"": 191, ""cms"": null}]"	195
1568	"

"	[]	195
1569	Next summer, the UK will revel in the excitement and glamour that is the Olympic and Paralympic Games.	"[{""text"": ""Next summer"", ""type"": ""DATE"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""UK"", ""type"": ""GPE"", ""start"": 17, ""end"": 19, ""cms"": null}, {""text"": ""the Olympic and Paralympic Games"", ""type"": ""EVENT"", ""start"": 69, ""end"": 101, ""cms"": null}]"	195
1570	The 29 days of events spread over six weeks will be a fantastic spectacle, but the impact and value of the Games will be felt for a much longer period across a broad and hugely worthwhile set of areas.	"[{""text"": ""The 29 days"", ""type"": ""DATE"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""six weeks"", ""type"": ""DATE"", ""start"": 34, ""end"": 43, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 107, ""end"": 112, ""cms"": null}]"	195
1571	Social enterprise, and specifically the Arc programme, can play a significant role in delivering this legacy.	"[{""text"": ""Arc"", ""type"": ""ORG"", ""start"": 40, ""end"": 43, ""cms"": null}]"	195
1572	"

"	[]	195
1573	David Sproul is senior partner and chief executive of Deloitte	"[{""text"": ""David Sproul"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""Deloitte"", ""type"": ""ORG"", ""start"": 54, ""end"": 62, ""cms"": null}]"	195
1574	"For more information on Deloitte's Social Innovation programme, clike here

"	"[{""text"": ""Deloitte"", ""type"": ""ORG"", ""start"": 24, ""end"": 32, ""cms"": null}]"	195
1575	This content is brought to you by Guardian Professional.	"[{""text"": ""Guardian Professional"", ""type"": ""ORG"", ""start"": 34, ""end"": 55, ""cms"": null}]"	195
1576	To join the social enterprise network, click here.	[]	195
1577	Sports including cycling and netball have been awarded seven-figure sums for their success in boosting grassroots participation, against a backdrop of falling numbers in others sports.	"[{""text"": ""seven-figure"", ""type"": ""MONEY"", ""start"": 55, ""end"": 67, ""cms"": null}]"	93
1578	Amid growing concern over the legacy for sports participation from the London 2012 Olympics, the public funding body Sport England has found £3.5m to reward sports that are bucking the trend.	"[{""text"": ""the London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 67, ""end"": 91, ""cms"": null}, {""text"": ""Sport England"", ""type"": ""ORG"", ""start"": 117, ""end"": 130, ""cms"": null}, {""text"": ""\u00a33.5m"", ""type"": ""MONEY"", ""start"": 141, ""end"": 146, ""cms"": null}]"	93
1579	"

It is the first example of a more ruthless approach that will see more sports docked funding if they fail to meet targets set in 2008 when £450m was distributed among governing bodies to try to increase by one million the number of people playing sport three or more times a week."	"[{""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 12, ""end"": 17, ""cms"": null}, {""text"": ""2008"", ""type"": ""DATE"", ""start"": 131, ""end"": 135, ""cms"": null}, {""text"": ""\u00a3450"", ""type"": ""MONEY"", ""start"": 141, ""end"": 145, ""cms"": null}, {""text"": ""one million"", ""type"": ""CARDINAL"", ""start"": 208, ""end"": 219, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 255, ""end"": 260, ""cms"": null}]"	93
1580	"

But the former sports minister Richard Caborn recently articulated widespread concern that the strategy had been wrongly implemented and Britain was ""in danger of failing completely on the long-term sporting legacy of the Games""."	"[{""text"": ""Richard Caborn"", ""type"": ""PERSON"", ""start"": 33, ""end"": 47, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 139, ""end"": 146, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 224, ""end"": 229, ""cms"": null}]"	93
1581	"

The latest Sport England figures from April 2011 show that 17 sports have recorded a decline in the number of people playing once a week since 2007-08 and only four – mountaineering, athletics, netball and table tennis – have recorded a statistically significant increase."	"[{""text"": ""Sport England"", ""type"": ""ORG"", ""start"": 13, ""end"": 26, ""cms"": null}, {""text"": ""April 2011"", ""type"": ""DATE"", ""start"": 40, ""end"": 50, ""cms"": null}, {""text"": ""17"", ""type"": ""CARDINAL"", ""start"": 61, ""end"": 63, ""cms"": null}, {""text"": ""2007-08"", ""type"": ""DATE"", ""start"": 145, ""end"": 152, ""cms"": null}, {""text"": ""only four"", ""type"": ""CARDINAL"", ""start"": 157, ""end"": 166, ""cms"": null}]"	93
1582	"

"	[]	93
1583	"""Cycling, running and netball are three success stories for community sport."	"[{""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 34, ""end"": 39, ""cms"": null}]"	93
1584	They show how it can be done.	[]	93
1585	"We are recognising their success through this extra investment,"" said the Sport England chief executive, Jennie Price."	"[{""text"": ""Sport England"", ""type"": ""ORG"", ""start"": 74, ""end"": 87, ""cms"": null}, {""text"": ""Jennie Price"", ""type"": ""PERSON"", ""start"": 105, ""end"": 117, ""cms"": null}]"	93
1586	"

The culture secretary, Jeremy Hunt, has said that the next round of ""Whole Sport Plan"" funding from 2013 will be distributed on a payment-by-results basis, with more of a focus on young people."	"[{""text"": ""Jeremy Hunt"", ""type"": ""PERSON"", ""start"": 25, ""end"": 36, ""cms"": null}, {""text"": ""2013"", ""type"": ""DATE"", ""start"": 102, ""end"": 106, ""cms"": null}]"	93
1587	Earlier this year he wrote to all governing bodies to warn them that they had to deliver.	"[{""text"": ""Earlier this year"", ""type"": ""DATE"", ""start"": 0, ""end"": 17, ""cms"": null}]"	93
1588	"

"	[]	93
1589	"The sports minister, Hugh Robertson, said: ""These sports bodies have delivered on our key objective of driving up participation."	"[{""text"": ""Hugh Robertson"", ""type"": ""PERSON"", ""start"": 21, ""end"": 35, ""cms"": null}]"	93
1590	"The £3.5m of additional funding for these sports is so that they can continue this work, capitalise on the added interest that comes with hosting the Olympic Games and help create a real sporting legacy."""	"[{""text"": ""\u00a33.5m"", ""type"": ""MONEY"", ""start"": 4, ""end"": 9, ""cms"": null}, {""text"": ""the Olympic Games"", ""type"": ""EVENT"", ""start"": 146, ""end"": 163, ""cms"": null}]"	93
1591	"

The additional money largely comes from cash withdrawn from other governing bodies deemed not to be hitting the targets they have been set."	[]	93
1592	Basketball, rugby union and rugby league are among the sports that have had their funding cut.	[]	93
1593	"

British Cycling received an additional £1.058m with the aim of recruiting a further 12,000 weekly cyclists by expanding its Sky Ride local scheme."	"[{""text"": ""British Cycling"", ""type"": ""ORG"", ""start"": 2, ""end"": 17, ""cms"": null}, {""text"": ""an additional \u00a31.058"", ""type"": ""MONEY"", ""start"": 27, ""end"": 47, ""cms"": null}, {""text"": ""12,000"", ""type"": ""CARDINAL"", ""start"": 86, ""end"": 92, ""cms"": null}, {""text"": ""weekly"", ""type"": ""DATE"", ""start"": 93, ""end"": 99, ""cms"": null}, {""text"": ""Sky Ride"", ""type"": ""ORG"", ""start"": 126, ""end"": 134, ""cms"": null}]"	93
1594	"""I am delighted that British Cycling has been granted additional funding to develop its participation programmes,"" said the Olympic team pursuit champion Ed Clancy."	"[{""text"": ""British Cycling"", ""type"": ""ORG"", ""start"": 21, ""end"": 36, ""cms"": null}, {""text"": ""Ed Clancy"", ""type"": ""PERSON"", ""start"": 154, ""end"": 163, ""cms"": null}]"	93
1595	"""London 2012 is not only about athletes contesting Olympic and Paralympic medals, it is also about getting the nation active and leaving a lasting sport legacy for future generations."""	"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 1, ""end"": 12, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""NORP"", ""start"": 51, ""end"": 58, ""cms"": null}]"	93
1596	"

England Netball, long held up by Sport England as a positive example for the way it has encouraged lapsed players to return to the sport, also received over £1m to achieve an increase of 8,500 extra players a week."	"[{""text"": ""Sport England"", ""type"": ""ORG"", ""start"": 35, ""end"": 48, ""cms"": null}, {""text"": ""over \u00a31m"", ""type"": ""MONEY"", ""start"": 154, ""end"": 162, ""cms"": null}, {""text"": ""8,500"", ""type"": ""CARDINAL"", ""start"": 189, ""end"": 194, ""cms"": null}]"	93
1597	"

Another £1m will go to England Athletics to recruit 30,000 regular informal runners a week."	"[{""text"": ""England Athletics"", ""type"": ""ORG"", ""start"": 25, ""end"": 42, ""cms"": null}, {""text"": ""30,000"", ""type"": ""CARDINAL"", ""start"": 54, ""end"": 60, ""cms"": null}]"	93
1598	The move will be seen as an attempt to boost numbers among the most popular sports ahead of the 2013 target date.	"[{""text"": ""2013"", ""type"": ""DATE"", ""start"": 96, ""end"": 100, ""cms"": null}]"	93
1599	Smaller awards will go to lacrosse and canoeing.	[]	93
1600	"The canoeist Tim Brabants, who won gold at the Beijing Games in 2008, said: ""This additional investment demonstrates the confidence and health of canoeing in this country."	"[{""text"": ""Tim Brabants"", ""type"": ""PERSON"", ""start"": 13, ""end"": 25, ""cms"": null}, {""text"": ""the Beijing Games"", ""type"": ""EVENT"", ""start"": 43, ""end"": 60, ""cms"": null}, {""text"": ""2008"", ""type"": ""DATE"", ""start"": 64, ""end"": 68, ""cms"": null}]"	93
1601	The funding will help us continue to grow the sport and get more people enjoying canoeing on a regular basis, with the many positive benefits that brings.	[]	93
1602	"

""Go Canoeing is an exciting project; the tours, trails and series of events, delivered in a consumer-focused way, will broaden the appeal of canoeing to a wider market."""	"[{""text"": ""Go Canoeing"", ""type"": ""WORK_OF_ART"", ""start"": 3, ""end"": 14, ""cms"": null}]"	93
1603	"• Collapse of West Ham deal forced Coe to reject claims • 'It was the right decision to cut through ongoing legal challenge'

"	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 14, ""end"": 22, ""cms"": null}, {""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 35, ""end"": 38, ""cms"": null}]"	53
1604	The London 2012 chairman, Lord Coe, has been forced to reject claims that the Olympic stadium will become a white elephant after the Games, after a deal with West Ham United collapsed.	"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 4, ""end"": 15, ""cms"": null}, {""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 31, ""end"": 34, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 133, ""end"": 138, ""cms"": null}, {""text"": ""West Ham United"", ""type"": ""ORG"", ""start"": 158, ""end"": 173, ""cms"": null}]"	53
1605	"

It was Coe who made the promise to the International Olympic Committee in 2005 that the stadium would have an athletics legacy and he has campaigned passionately for the track to be retained."	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 9, ""end"": 12, ""cms"": null}, {""text"": ""the International Olympic Committee"", ""type"": ""ORG"", ""start"": 37, ""end"": 72, ""cms"": null}, {""text"": ""2005"", ""type"": ""DATE"", ""start"": 76, ""end"": 80, ""cms"": null}]"	53
1606	"

But following the collapse of a deal with West Ham and Newham council for the east London club to move in following the Games amid prolonged legal challenges, there have been renewed concerns over the viability of the stadium with an athletics track."	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 44, ""end"": 52, ""cms"": null}, {""text"": ""Newham council"", ""type"": ""ORG"", ""start"": 57, ""end"": 71, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 85, ""end"": 91, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 122, ""end"": 127, ""cms"": null}]"	53
1607	"

""It was the right decision to cut through the potential for ongoing legal challenge here and, worse than that, ongoing legal challenge that was taxpayer-fuelled,"" said Coe, appearing before the London Assembly."	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 170, ""end"": 173, ""cms"": null}, {""text"": ""the London Assembly"", ""type"": ""ORG"", ""start"": 192, ""end"": 211, ""cms"": null}]"	53
1608	"

""It is very important that we maintain a commitment to an Olympic legacy and to a mix of tenancies in there."""	"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 60, ""end"": 67, ""cms"": null}]"	53
1609	"

"	[]	53
1610	"Assembly member John Briggs put it to Coe that there was ""a high risk"" of the stadium becoming a white elephant if there was not a fundamental rethink of the options."	"[{""text"": ""Assembly"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""John Briggs"", ""type"": ""PERSON"", ""start"": 16, ""end"": 27, ""cms"": null}, {""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 38, ""end"": 41, ""cms"": null}]"	53
1611	"

The Olympic Park Legacy Company and the government have signalled their determination to hold a quick-fire tender process to find a football club prepared to move in on a tenancy basis, with the stadium remaining in public ownership."	"[{""text"": ""The Olympic Park Legacy Company"", ""type"": ""ORG"", ""start"": 2, ""end"": 33, ""cms"": null}]"	53
1612	"

The most likely outcome is that the taxpayer will have to foot the bill to convert the 80,000-seat stadium into a 60,000 venue suitable for both football and athletics, with West Ham paying an annual rent and UK Athletics entitled to 21 days use per year."	"[{""text"": ""80,000"", ""type"": ""CARDINAL"", ""start"": 89, ""end"": 95, ""cms"": null}, {""text"": ""60,000"", ""type"": ""CARDINAL"", ""start"": 116, ""end"": 122, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 176, ""end"": 184, ""cms"": null}, {""text"": ""annual"", ""type"": ""DATE"", ""start"": 195, ""end"": 201, ""cms"": null}, {""text"": ""UK Athletics"", ""type"": ""ORG"", ""start"": 211, ""end"": 223, ""cms"": null}, {""text"": ""21 days"", ""type"": ""DATE"", ""start"": 236, ""end"": 243, ""cms"": null}]"	53
1613	"

"	[]	53
1614	However, Coe was challenged over whether the stadium would ever be full for athletics meetings.	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 9, ""end"": 12, ""cms"": null}]"	53
1615	Those fears will deepen if UK Athletics fails in a bid to host the 2017 world championships in London on 11 November.	"[{""text"": ""UK Athletics"", ""type"": ""ORG"", ""start"": 27, ""end"": 39, ""cms"": null}, {""text"": ""2017"", ""type"": ""DATE"", ""start"": 67, ""end"": 71, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 95, ""end"": 101, ""cms"": null}, {""text"": ""11 November"", ""type"": ""DATE"", ""start"": 105, ""end"": 116, ""cms"": null}]"	53
1616	"

"	[]	53
1617	"Coe said that the stadium would be filled for ""every session"" of the world championships if London is chosen by the International Association of Athletics Federations, but also pointed to the success of domestic meetings."	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 0, ""end"": 3, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 92, ""end"": 98, ""cms"": null}, {""text"": ""the International Association of Athletics Federations"", ""type"": ""ORG"", ""start"": 112, ""end"": 166, ""cms"": null}]"	53
1618	He said the Olympic Stadium would be full for Diamond League meetings, currently held back-to-back over two nights at Crystal Palace.	"[{""text"": ""the Olympic Stadium"", ""type"": ""FAC"", ""start"": 8, ""end"": 27, ""cms"": null}, {""text"": ""Diamond League"", ""type"": ""ORG"", ""start"": 46, ""end"": 60, ""cms"": null}, {""text"": ""two nights"", ""type"": ""DATE"", ""start"": 104, ""end"": 114, ""cms"": null}, {""text"": ""Crystal Palace"", ""type"": ""FAC"", ""start"": 118, ""end"": 132, ""cms"": null}]"	53
1619	"

""If we had a larger venue we would fill that venue."	[]	53
1620	"You only have to go to Crystal Palace for any of those Diamond League meetings to know how many people turn up on spec hoping to get tickets,"" he said."	"[{""text"": ""Crystal Palace"", ""type"": ""FAC"", ""start"": 23, ""end"": 37, ""cms"": null}, {""text"": ""Diamond League"", ""type"": ""ORG"", ""start"": 55, ""end"": 69, ""cms"": null}]"	53
1621	"

""London is the only city that stages two of those back-to-back."	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 3, ""end"": 9, ""cms"": null}, {""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 39, ""end"": 42, ""cms"": null}]"	53
1622	We not only sell out for every one of those meetings but would also probably be able to sell five times that number of tickets.	"[{""text"": ""five"", ""type"": ""CARDINAL"", ""start"": 93, ""end"": 97, ""cms"": null}]"	53
1623	"There is no lack of demand for top-class track and field in this country but clearly sitting alongside the use of the stadium for local events, English schools championships and the plethora of events and other competitions."""	"[{""text"": ""English"", ""type"": ""NORP"", ""start"": 144, ""end"": 151, ""cms"": null}]"	53
1624	"

Coe said he had been right to campaign for the retention of track and field within a mixed use stadium."	"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 2, ""end"": 5, ""cms"": null}]"	53
1625	"""Let's not run away with the idea track and field is a sport that is not supported."	[]	53
1626	It's a popular sport with an extensive network of clubs in this country and is central to broader policy aims of public health.	[]	53
1627	"I am a doughty defender of my sport and I think it is the right mix."""	[]	53
1628	"

"	[]	53
1629	Also appearing before the Assembly, the London organising committee chief executive Paul Deighton admitted that its existing budget of £262m for security within venues – the only element provided for by public funds – would not be enough.	"[{""text"": ""Assembly"", ""type"": ""ORG"", ""start"": 26, ""end"": 34, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 40, ""end"": 46, ""cms"": null}, {""text"": ""Paul Deighton"", ""type"": ""PERSON"", ""start"": 84, ""end"": 97, ""cms"": null}, {""text"": ""262"", ""type"": ""MONEY"", ""start"": 136, ""end"": 139, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 139, ""end"": 140, ""cms"": null}]"	53
1630	He said that money would have to be found from contingency funds within the overall public funding package of £9.3bn to pay for extra guards around perimeter fences and within the venues.	"[{""text"": ""\u00a39.3bn to"", ""type"": ""MONEY"", ""start"": 110, ""end"": 119, ""cms"": null}]"	53
1631	"

"	[]	53
1632	Locog is finalising with the Metropolitan police and the Home Office what the final number should be.	"[{""text"": ""Locog"", ""type"": ""ORG"", ""start"": 0, ""end"": 5, ""cms"": null}, {""text"": ""the Home Office"", ""type"": ""ORG"", ""start"": 53, ""end"": 68, ""cms"": null}]"	53
1633	The original estimate of 10,000 is likely to end up well below the final total, with the use of the armed forces and the territorial army one option under consideration to bridge the gap.	"[{""text"": ""10,000"", ""type"": ""CARDINAL"", ""start"": 25, ""end"": 31, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 138, ""end"": 141, ""cms"": null}]"	53
1634	The creation of the London 2012 Olympic Park has, so far, been a model of precision budgeting and solid time-keeping.	"[{""text"": ""the London 2012 Olympic Park"", ""type"": ""FAC"", ""start"": 16, ""end"": 44, ""cms"": null}]"	60
1635	No, you are not dreaming.	[]	60
1636	The top brass of the Olympic Delivery Authority, the body responsible for getting the east London site ready for the Games, has confirmed to the London Assembly that it expects to use up only £7.2bn from the £8.1bn it had to do the job.	"[{""text"": ""the Olympic Delivery Authority"", ""type"": ""ORG"", ""start"": 17, ""end"": 47, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 91, ""end"": 97, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 117, ""end"": 122, ""cms"": null}, {""text"": ""the London Assembly"", ""type"": ""ORG"", ""start"": 141, ""end"": 160, ""cms"": null}, {""text"": ""only \u00a37.2bn from the \u00a38.1bn it"", ""type"": ""MONEY"", ""start"": 187, ""end"": 217, ""cms"": null}]"	60
1637	"

The landscape and various buildings this, admittedly still prodigious, quantity of cash has been splashed on – the main stadium, the athletes' village, that exotic aquatics centre and more – have long since sprouted from the soil, standing as palpable, architectural rebukes to Olympics doubters everywhere."	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 280, ""end"": 288, ""cms"": null}]"	60
1638	All seems to be going swimmingly.	[]	60
1639	We must now curl our lips and ask if it can last.	[]	60
1640	"

I'm not referring to next summer's festival of sport but the sunlit vista of urban regeneration that we've been promised lies five, 10 and 20 years beyond it."	"[{""text"": ""next summer's"", ""type"": ""DATE"", ""start"": 23, ""end"": 36, ""cms"": null}, {""text"": ""five, 10 and 20 years"", ""type"": ""DATE"", ""start"": 128, ""end"": 149, ""cms"": null}]"	60
1641	The argument marshalled to justify the giant sums spent on the park is that the Games will be but the golden dawn of an era of social and economic renewal in the capital's poorest compass points.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 80, ""end"": 85, ""cms"": null}]"	60
1642	But dark clouds can be seen on the horizon.	[]	60
1643	They do not fill the sky and may yet be wafted away, but they are there and full of rain.	[]	60
1644	"

"	[]	60
1645	The most prominent hangs over the future of the stadium.	[]	60
1646	"The recent decision to dump the deal that would have seen West Ham United become its owners in partnership with Newham council has been dignified by the government and London mayor Boris Johnson as ending, in the latter's words, the ""faffing around"" caused by an array of legal challenges."	"[{""text"": ""West Ham United"", ""type"": ""ORG"", ""start"": 58, ""end"": 73, ""cms"": null}, {""text"": ""Newham"", ""type"": ""GPE"", ""start"": 112, ""end"": 118, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 168, ""end"": 174, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 181, ""end"": 194, ""cms"": null}]"	60
1647	"

Alas, a faffing comeback is already underway."	[]	60
1648	The plan now is not to sell the stadium at all but instead to seek a steady tenant.	[]	60
1649	Barry Hearn, the chairman of little Leyton Orient, whose club aspires to moving in, has demanded that Johnson be excluded from the letting decision because he's said he thinks the Hammers will get the keys.	"[{""text"": ""Barry Hearn"", ""type"": ""PERSON"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Leyton Orient"", ""type"": ""ORG"", ""start"": 36, ""end"": 49, ""cms"": null}, {""text"": ""Johnson"", ""type"": ""PERSON"", ""start"": 102, ""end"": 109, ""cms"": null}, {""text"": ""Hammers"", ""type"": ""ORG"", ""start"": 180, ""end"": 187, ""cms"": null}]"	60
1650	"

Meanwhile the Olympic bid promise to retain an athletics track for posterity has been strengthened."	[]	60
1651	This further entrenches the bedrock problem with the stadium.	[]	60
1652	That problem is that it needs to draw regular football crowds to have a hope of being commercially viable, yet football and athletics tracks make a poor mix because the latter means that fans of the former must sit further from the action on the pitch.	[]	60
1653	"

"	[]	60
1654	West Ham remains ready to take the risk.	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}]"	60
1655	Orient supporters have raised a 4,000-name petition asking Johnson to reconsider his apparent endorsement of the bigger club.	"[{""text"": ""Orient"", ""type"": ""ORG"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""4,000"", ""type"": ""CARDINAL"", ""start"": 32, ""end"": 37, ""cms"": null}, {""text"": ""Johnson"", ""type"": ""PERSON"", ""start"": 59, ""end"": 66, ""cms"": null}]"	60
1656	Whichever prevails, major surgery will be required on the £600m bowl to make it fit for a multipurpose future.	"[{""text"": ""\u00a3600m"", ""type"": ""MONEY"", ""start"": 58, ""end"": 63, ""cms"": null}]"	60
1657	Who will pay?	[]	60
1658	Unless and until all these issues are resolved the stadium's legacy, both financially and as a place of bustling activity, remains uncertain.	[]	60
1659	Cynics say it is destined to turn white, grow a trunk and gorge from the public purse for years.	"[{""text"": ""years"", ""type"": ""DATE"", ""start"": 90, ""end"": 95, ""cms"": null}]"	60
1660	"

A javelin throw from the stadium are the Olympic press and broadcast centres, assembled on the banks of the River Lea."	"[{""text"": ""the River Lea"", ""type"": ""LOC"", ""start"": 106, ""end"": 119, ""cms"": null}]"	60
1661	Shadows of uncertainty surround these facilities, too.	[]	60
1662	The Olympic Park Legacy Company (OPLC), which will handle the park's transition from a Games setting to a whole new metropolitan district, has tried mightily but failed to get the BBC to shift its EastEnders operation into part of the gaping spaces that will be left after the world's sports hacks have gone away.	"[{""text"": ""The Olympic Park Legacy Company"", ""type"": ""ORG"", ""start"": 0, ""end"": 31, ""cms"": null}, {""text"": ""OPLC"", ""type"": ""ORG"", ""start"": 33, ""end"": 37, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 87, ""end"": 92, ""cms"": null}, {""text"": ""BBC"", ""type"": ""ORG"", ""start"": 180, ""end"": 183, ""cms"": null}, {""text"": ""EastEnders"", ""type"": ""WORK_OF_ART"", ""start"": 197, ""end"": 207, ""cms"": null}]"	60
1663	They've now taken those spaces to market and will appraise their options in seven weeks' time.	"[{""text"": ""seven weeks' time"", ""type"": ""DATE"", ""start"": 76, ""end"": 93, ""cms"": null}]"	60
1664	The aim is to found a thriving creative industries hub, complementing the informal arts quarter across the waterway.	[]	60
1665	This was never going to be easy.	[]	60
1666	Failure will be quite a calamity.	[]	60
1667	"

Then there are the 8,000 new homes the park is planned to eventually contain."	"[{""text"": ""8,000"", ""type"": ""CARDINAL"", ""start"": 21, ""end"": 26, ""cms"": null}]"	60
