Rank,Date,Link,Title,Labels,subjectivity_label,subjectivity_text,entities,Is_Money
102,27/01/2012,https://www.theguardian.com/sport/2012/jan/27/london-2012-home-stretch-anaylsis,London 2012 faces hurdles on the home stretch | Owen Gibson,Negative,objective,objective: London 2012 faces hurdles on the home stretch | Owen Gibson,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Owen Gibson"", ""type"": ""PERSON"", ""start"": 48, ""end"": 59, ""cms"": null}]",O
241,6/2/2012,https://www.theguardian.com/commentisfree/2012/feb/06/olypic-legacy-festival-of-people,The Olympic legacy will be a festival of the people | Dennis Hone and Andrew Altman,Positive,subjective,subjective: The Olympic legacy will be a festival of the people | Dennis Hone and Andrew Altman,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""Dennis Hone"", ""type"": ""PERSON"", ""start"": 54, ""end"": 65, ""cms"": null}, {""text"": ""Andrew Altman"", ""type"": ""PERSON"", ""start"": 70, ""end"": 83, ""cms"": null}]",O
198,8/2/2012,https://www.theguardian.com/sport/2012/feb/08/olympic-legacy-baroness-ford-2012,Olympic legacy head Baroness Ford to step down after London 2012 Games,Neutral,objective,objective: Olympic legacy head Baroness Ford to step down after London 2012 Games,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Baroness Ford"", ""type"": ""PERSON"", ""start"": 20, ""end"": 33, ""cms"": null}, {""text"": ""London 2012 Games"", ""type"": ""EVENT"", ""start"": 53, ""end"": 70, ""cms"": null}]",O
265,8/2/2012,https://www.theguardian.com/sport/london-2012-olympics-blog/2012/feb/08/school-legacy-olympics-london-2012,School sports legacy increasingly at risk as Olympics draw near | Owen Gibson,Negative,objective,objective: School sports legacy increasingly at risk as Olympics draw near | Owen Gibson,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 45, ""end"": 53, ""cms"": null}, {""text"": ""Owen Gibson"", ""type"": ""PERSON"", ""start"": 66, ""end"": 77, ""cms"": null}]",O
39,20/02/2012,https://www.theguardian.com/education/2012/feb/20/universities-olympic-2012-legacy-collaboration,Universities' Olympic legacy will be one of collaboration,Positive,objective,objective: Universities' Olympic legacy will be one of collaboration,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 14, ""end"": 21, ""cms"": null}]",O
162,20/03/2012,https://www.theguardian.com/society/2012/mar/20/london-2012-olympic-legacy-community,London 2012: Game plan to boost community,Positive,objective,objective: London 2012: Game plan to boost community,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}]",O
166,27/03/2012,https://www.theguardian.com/sport/2012/mar/27/london-2012-ioc-legacy,"London 2012 has 'raised the bar' on legacy planning, says IOC president",Positive,objective,"objective: London 2012 has 'raised the bar' on legacy planning, says IOC president","[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""IOC"", ""type"": ""ORG"", ""start"": 58, ""end"": 61, ""cms"": null}]",O
98,28/03/2012,https://www.theguardian.com/sport/video/2012/mar/28/cameron-olympics-security-legacy-video,David Cameron discusses London 2012 Olympics security and legacy – video,Positive,objective,objective: David Cameron discusses London 2012 Olympics security and legacy – video,"[{""text"": ""David Cameron"", ""type"": ""PERSON"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 24, ""end"": 44, ""cms"": null}]",O
204,2/5/2012,https://www.theguardian.com/higher-education-network/blog/2012/may/02/london-2012-olympics-universities-legacy,London 2012 Olympics: how should universities contribute to the legacy?,Neutral,objective,objective: London 2012 Olympics: how should universities contribute to the legacy?,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}]",O
236,13/06/2012,https://www.theguardian.com/sport/video/2012/jun/13/london-2012-olympics-legacy-stratford-video,London 2012 Olympics legacy: Bringing Beverly Hills to Stratford - video,Positive,objective,objective: London 2012 Olympics legacy: Bringing Beverly Hills to Stratford - video,"[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""Beverly Hills"", ""type"": ""GPE"", ""start"": 38, ""end"": 51, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 55, ""end"": 64, ""cms"": null}]",O
151,13/06/2012,https://www.theguardian.com/sport/2012/jun/13/london-2012-legacy-battle-newham,London 2012 legacy: the battle begins on a Newham estate,Negative,objective,objective: London 2012 legacy: the battle begins on a Newham estate,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 7, ""end"": 11, ""cms"": null}, {""text"": ""Newham"", ""type"": ""PERSON"", ""start"": 43, ""end"": 49, ""cms"": null}]",O
271,13/06/2012,https://www.theguardian.com/sport/video/2012/jun/13/london-2012-legacy-olympics-homes-video,London 2012 legacy: 'The Olympics has cost me my home' - video,Negative,objective,objective: London 2012 legacy: 'The Olympics has cost me my home' - video,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 25, ""end"": 33, ""cms"": null}]",O
218,15/06/2012,https://www.theguardian.com/sport/2012/jun/15/wind-rain-olympic-legacy,"Letters: Wind, rain and the Olympic legacy",Neutral,objective,"objective: Letters: Wind, rain and the Olympic legacy",[],O
183,19/06/2012,https://www.theguardian.com/sport/2012/jun/19/olympic-park-london-2012-games,Olympic Park legacy chief to step down after London 2012 Games,Neutral,objective,objective: Olympic Park legacy chief to step down after London 2012 Games,"[{""text"": ""Olympic Park"", ""type"": ""EVENT"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""London 2012 Games"", ""type"": ""EVENT"", ""start"": 45, ""end"": 62, ""cms"": null}]",O
190,22/06/2012,https://www.theguardian.com/sport/2012/jun/22/london-2012-olympic-legacy-sport,London 2012: Rise in playing sport 'evidence of Olympic effect',Positive,objective,objective: London 2012: Rise in playing sport 'evidence of Olympic effect',"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""NORP"", ""start"": 48, ""end"": 55, ""cms"": null}]",O
261,25/06/2012,https://www.theguardian.com/sport/2012/jun/25/london-2012-olympic-training-camps,London 2012: Olympic training camps spread Games fever across the UK,Positive,objective,objective: London 2012: Olympic training camps spread Games fever across the UK,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 43, ""end"": 48, ""cms"": null}, {""text"": ""UK"", ""type"": ""GPE"", ""start"": 66, ""end"": 68, ""cms"": null}]",O
46,7/7/2012,https://www.theguardian.com/commentisfree/2012/jul/07/2012-olympics-good-east-london,Will the Olympics be a winner for east London?,Positive,objective,objective: Will the Olympics be a winner for east London?,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 9, ""end"": 17, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 39, ""end"": 45, ""cms"": null}]",O
270,11/7/2012,https://www.theguardian.com/politics/davehillblog/2012/jul/11/london-olympic-river-lea-towpath-protest,London legacy: security and towpath protests,Neutral,objective,objective: London legacy: security and towpath protests,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}]",O
199,13/07/2012,https://www.theguardian.com/commentisfree/2012/jul/13/transport-for-london-olympic-message,Transport for London's 'keep away' message may leave an Olympic legacy | Annie Mole,Positive,objective,objective: Transport for London's 'keep away' message may leave an Olympic legacy | Annie Mole,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 14, ""end"": 20, ""cms"": null}, {""text"": ""Annie Mole"", ""type"": ""PERSON"", ""start"": 73, ""end"": 83, ""cms"": null}]",O
122,14/07/2012,https://www.theguardian.com/artanddesign/2012/jul/15/white-building-lea-river-park,The White Building/ Lea River Park – review,Neutral,objective,objective: The White Building/ Lea River Park – review,"[{""text"": ""The White Building/"", ""type"": ""FAC"", ""start"": 0, ""end"": 19, ""cms"": null}, {""text"": ""Lea River Park"", ""type"": ""FAC"", ""start"": 20, ""end"": 34, ""cms"": null}]",O
100,14/07/2012,https://www.theguardian.com/commentisfree/2012/jul/15/editorial-olympics-good-for-britain,"London 2012: Despite our anxieties, the Olympics will be a force for good in Britain | Observer editorial",Positive,objective,"objective: London 2012: Despite our anxieties, the Olympics will be a force for good in Britain | Observer editorial","[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 40, ""end"": 48, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 77, ""end"": 84, ""cms"": null}, {""text"": ""Observer"", ""type"": ""ORG"", ""start"": 87, ""end"": 95, ""cms"": null}]",O
99,14/07/2012,https://www.theguardian.com/artanddesign/gallery/2012/jul/15/architecture-olympics-2012,Lea River Park: linking the Thames to the Olympic Park – in pictures,Neutral,objective,objective: Lea River Park: linking the Thames to the Olympic Park – in pictures,"[{""text"": ""Lea River Park"", ""type"": ""FAC"", ""start"": 0, ""end"": 14, ""cms"": null}, {""text"": ""Thames"", ""type"": ""LOC"", ""start"": 28, ""end"": 34, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 38, ""end"": 54, ""cms"": null}]",O
76,16/07/2012,https://www.theguardian.com/sport/2012/jul/16/olympics-gardeners-juggle-blooms-london,London 2012: Olympic Park's gardeners juggle their blooms,Neutral,objective,objective: London 2012: Olympic Park's gardeners juggle their blooms,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Olympic Park's"", ""type"": ""FAC"", ""start"": 13, ""end"": 27, ""cms"": null}]",O
203,17/07/2012,https://www.theguardian.com/p/394em,London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video,Positive,objective,objective: London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Steve Redgrave"", ""type"": ""PERSON"", ""start"": 17, ""end"": 31, ""cms"": null}, {""text"": ""Newham"", ""type"": ""GPE"", ""start"": 39, ""end"": 45, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 57, ""end"": 64, ""cms"": null}]",O
273,17/07/2012,https://www.theguardian.com/uk/video/2012/jul/17/london-2012-olympics-steve-redgrave-legacy-video,London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video,Positive,objective,objective: London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Steve Redgrave"", ""type"": ""PERSON"", ""start"": 17, ""end"": 31, ""cms"": null}, {""text"": ""Newham"", ""type"": ""GPE"", ""start"": 39, ""end"": 45, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 57, ""end"": 64, ""cms"": null}]",O
235,19/07/2012,https://www.theguardian.com/sport/datablog/2012/jul/19/london-2012-olympic-sponsors-list,London 2012 Olympic sponsors list: who are they and what have they paid?,Neutral,objective,objective: London 2012 Olympic sponsors list: who are they and what have they paid?,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}]",O
146,19/07/2012,https://www.theguardian.com/housing-network/2012/jul/19/olympic-legacy-social-housing-east-village,The Olympic legacy: creating a new community for London in Stratford,Positive,objective,objective: The Olympic legacy: creating a new community for London in Stratford,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 4, ""end"": 11, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 49, ""end"": 55, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 59, ""end"": 68, ""cms"": null}]",O
167,19/07/2012,https://www.theguardian.com/sport/datablog/2012/jul/19/olympic-legacy-boroughs-compare-children,Olympic legacy: how the six Olympic boroughs compare for children,Neutral,subjective,subjective: Olympic legacy: how the six Olympic boroughs compare for children,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""six"", ""type"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 28, ""end"": 35, ""cms"": null}]",O
59,19/07/2012,https://www.theguardian.com/voluntary-sector-network/2012/jul/19/voluntary-sector-olympic-legacy,"Live Q&A: The Olympic legacy for the voluntary sector, Tuesday 24 July",Positive,objective,"objective: Live Q&A: The Olympic legacy for the voluntary sector, Tuesday 24 July","[{""text"": ""Tuesday 24 July"", ""type"": ""DATE"", ""start"": 55, ""end"": 70, ""cms"": null}]",O
77,19/07/2012,https://www.theguardian.com/uk/davehillblog/2012/jul/19/london-olympic-park-river-lea-hackeny-wick-bridge,London legacy: bridge-building in Hackney Wick,Positive,objective,objective: London legacy: bridge-building in Hackney Wick,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Hackney Wick"", ""type"": ""GPE"", ""start"": 34, ""end"": 46, ""cms"": null}]",O
220,20/07/2012,https://www.theguardian.com/housing-network/2012/jul/20/housing-regeneration-london-2012-olympics-live-discussion,Live discussion: regeneration and the London 2012 Olympics,Positive,objective,objective: Live discussion: regeneration and the London 2012 Olympics,"[{""text"": ""the London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 34, ""end"": 58, ""cms"": null}]",O
179,28/07/2012,https://www.theguardian.com/housing-network/2012/jul/28/top-tips-housing-olympic-legacy,Top tips: regeneration and the Olympic legacy for London,Positive,objective,objective: Top tips: regeneration and the Olympic legacy for London,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 50, ""end"": 56, ""cms"": null}]",O
128,30/07/2012,https://www.theguardian.com/artanddesign/2012/jul/30/london-2012-hidden-olympic-legacy,London 2012: The hidden Olympic legacy,Positive,objective,objective: London 2012: The hidden Olympic legacy,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 24, ""end"": 31, ""cms"": null}]",O
229,2/8/2012,https://www.theguardian.com/commentisfree/2012/aug/02/rio-2016-santa-claus-olympic-profit,The London Olympics has much to delight – but forget any talk of a legacy,Positive,objective,objective: The London Olympics has much to delight – but forget any talk of a legacy,"[{""text"": ""The London Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 19, ""cms"": null}]",O
251,3/8/2012,https://www.theguardian.com/healthcare-network/2012/aug/03/children-olympic-legacy-collaboration,We need collaboration to realise Olympic legacy,Positive,objective,objective: We need collaboration to realise Olympic legacy,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 33, ""end"": 40, ""cms"": null}]",O
256,6/8/2012,https://www.theguardian.com/sport/2012/aug/06/olympic-legacy-school-sports-provision,"Olympic legacy: school sports provision patchy across UK, admits Jeremy Hunt",Negative,objective,"objective: Olympic legacy: school sports provision patchy across UK, admits Jeremy Hunt","[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""UK"", ""type"": ""GPE"", ""start"": 54, ""end"": 56, ""cms"": null}, {""text"": ""Jeremy Hunt"", ""type"": ""PERSON"", ""start"": 65, ""end"": 76, ""cms"": null}]",O
103,7/8/2012,https://www.theguardian.com/sport/2012/aug/07/london-2012-credit-olympic-games,London 2012: who is claiming credit for the Olympic Games?,Neutral,objective,objective: London 2012: who is claiming credit for the Olympic Games?,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""the Olympic Games"", ""type"": ""EVENT"", ""start"": 40, ""end"": 57, ""cms"": null}]",O
197,7/8/2012,https://www.theguardian.com/voluntary-sector-network/2012/aug/07/best-bits-olympic-legacy-volunteering,Best bits: The Olympic legacy for the voluntary sector,Positive,subjective,subjective: Best bits: The Olympic legacy for the voluntary sector,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 15, ""end"": 22, ""cms"": null}]",O
242,9/8/2012,https://www.theguardian.com/uk/2012/aug/09/stratford-olympic-legacy-better,Stratford's Olympic legacy: 'It's been far better than I thought',Positive,subjective,subjective: Stratford's Olympic legacy: 'It's been far better than I thought',"[{""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 0, ""end"": 9, ""cms"": null}]",O
63,10/8/2012,https://www.theguardian.com/uk/2012/aug/10/london-2012-legacy-lord-coe-warns,London 2012 legacy: Coe warns that children likely to be less fit than parents,Negative,objective,objective: London 2012 legacy: Coe warns that children likely to be less fit than parents,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 7, ""end"": 11, ""cms"": null}, {""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 20, ""end"": 23, ""cms"": null}]",O
85,10/8/2012,https://www.theguardian.com/uk/blog/2012/aug/10/olympic-legacy-riots,Olympic legacy? We've still got a riot legacy to deal with | Michael White,Negative,objective,objective: Olympic legacy? We've still got a riot legacy to deal with | Michael White,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Michael White"", ""type"": ""PERSON"", ""start"": 61, ""end"": 74, ""cms"": null}]",O
228,12/8/2012,https://www.theguardian.com/uk/2012/aug/12/olympic-games-legacy-london-2012-cameron,"Olympic Games have shown world what Britain is made of, says Cameron",Positive,objective,"objective: Olympic Games have shown world what Britain is made of, says Cameron","[{""text"": ""Olympic Games"", ""type"": ""EVENT"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 36, ""end"": 43, ""cms"": null}, {""text"": ""Cameron"", ""type"": ""PERSON"", ""start"": 61, ""end"": 68, ""cms"": null}]",O
255,12/8/2012,https://www.theguardian.com/uk/2012/aug/12/seb-coe-olympics-legacy-ambassador,Lord Coe to become Olympics legacy ambassador,Positive,objective,objective: Lord Coe to become Olympics legacy ambassador,"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 5, ""end"": 8, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 19, ""end"": 27, ""cms"": null}]",O
238,13/08/2012,https://www.theguardian.com/sport/2012/aug/13/politicians-success-london-olympics,London 2012: Olympics success hailed by politicians,Positive,objective,objective: London 2012: Olympics success hailed by politicians,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 13, ""end"": 21, ""cms"": null}]",O
240,13/08/2012,https://www.theguardian.com/uk/the-northerner/2012/aug/13/olympics-legacy-northern-england,Olympic legacy: winning for the north,Positive,objective,objective: Olympic legacy: winning for the north,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}]",O
237,13/08/2012,https://www.theguardian.com/commentisfree/2012/aug/13/london-2012-olympic-games-legacy,London 2012: the legacy of a flag to share | Editorial,Positive,objective,objective: London 2012: the legacy of a flag to share | Editorial,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 7, ""end"": 11, ""cms"": null}]",O
80,14/08/2012,https://www.theguardian.com/uk/2012/aug/14/london-2012-olympic-legacy,"London 2012 euphoria has died, but will the Olympic legacy live on?",Positive,objective,"objective: London 2012 euphoria has died, but will the Olympic legacy live on?","[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 44, ""end"": 51, ""cms"": null}]",O
160,14/08/2012,https://www.theguardian.com/society/davehillblog/2012/aug/14/regeneration-goals-olympics-london,Olympic diary: five outline legacy goals,Neutral,objective,objective: Olympic diary: five outline legacy goals,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""five"", ""type"": ""CARDINAL"", ""start"": 15, ""end"": 19, ""cms"": null}]",O
232,14/08/2012,https://www.theguardian.com/uk/2012/aug/14/olympic-legacy-london-2012-school-sport,London 2012's school sport legacy? Maybe it slipped Cameron's mind,Negative,"subjective,objective","subjective: Maybe it slipped Cameron's mind,objective: London 2012's school sport legacy?","[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""Cameron"", ""type"": ""PERSON"", ""start"": 52, ""end"": 59, ""cms"": null}]",O
81,14/08/2012,https://www.theguardian.com/commentisfree/2012/aug/14/london-olympic-spoils,"If London is now a 'can-do' city, what can it do with the Olympic spoils? | Dave Hill",Negative,objective,"objective: If London is now a 'can-do' city, what can it do with the Olympic spoils? | Dave Hill","[{""text"": ""London"", ""type"": ""GPE"", ""start"": 3, ""end"": 9, ""cms"": null}, {""text"": ""Dave Hill"", ""type"": ""PERSON"", ""start"": 76, ""end"": 85, ""cms"": null}]",O
205,18/08/2012,https://www.theguardian.com/artanddesign/2012/aug/19/olympic-park-regeneration-rowan-moore,How the Olympics will shape the future of east London,Positive,objective,objective: How the Olympics will shape the future of east London,"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 8, ""end"": 16, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 47, ""end"": 53, ""cms"": null}]",O
187,18/08/2012,https://www.theguardian.com/uk/gallery/2012/aug/19/olympic-legacy-architecture,The future of the Olympic Park – in pictures,Positive,objective,objective: The future of the Olympic Park – in pictures,"[{""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 14, ""end"": 30, ""cms"": null}]",O
254,20/08/2012,https://www.theguardian.com/media/2012/aug/20/olympic-legacy-channel-to-launch,Olympic legacy channel set for launch,Positive,objective,objective: Olympic legacy channel set for launch,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}]",O
161,20/08/2012,https://www.theguardian.com/commentisfree/video/2012/aug/20/julien-temple-london-energy-video,"Julien Temple: London's energy comes from the people, not the landmarks – video",Positive,objective,"objective: Julien Temple: London's energy comes from the people, not the landmarks – video","[{""text"": ""Julien Temple"", ""type"": ""PERSON"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 15, ""end"": 21, ""cms"": null}]",O
159,20/08/2012,https://www.theguardian.com/media-network/media-network-blog/2012/aug/20/london-2012-olympic-legacy,What are London 2012 sponsors doing to ensure an Olympic legacy?,Positive,objective,objective: What are London 2012 sponsors doing to ensure an Olympic legacy?,"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 9, ""end"": 20, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 49, ""end"": 56, ""cms"": null}]",O
73,8/9/2012,https://www.theguardian.com/sport/2012/sep/09/olympic-games-legacy-togetherness,Sun and celebration as Britain's Olympic summer reaches end,Positive,objective,objective: Sun and celebration as Britain's Olympic summer reaches end,"[{""text"": ""Britain"", ""type"": ""GPE"", ""start"": 23, ""end"": 30, ""cms"": null}, {""text"": ""Olympic summer"", ""type"": ""EVENT"", ""start"": 33, ""end"": 47, ""cms"": null}]",O
215,12/9/2012,https://www.theguardian.com/politics/2012/sep/12/boris-johnson-olympic-park-legacy,Boris Johnson takes charge of Olympic Park's future,Positive,objective,objective: Boris Johnson takes charge of Olympic Park's future,"[{""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 0, ""end"": 13, ""cms"": null}, {""text"": ""Olympic Park's"", ""type"": ""FAC"", ""start"": 30, ""end"": 44, ""cms"": null}]",O
200,25/09/2012,https://www.theguardian.com/education/davehillblog/2012/sep/25/chobham-academy-olympic-park-east-village,Olympic legacy: creating a community,Positive,objective,objective: Olympic legacy: creating a community,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}]",O
185,10/10/2012,https://www.theguardian.com/sport/2012/oct/10/olympic-park-next-incarnation-dennis-hone,The man in charge of the Olympic Park's next incarnation,Positive,objective,objective: The man in charge of the Olympic Park's next incarnation,"[{""text"": ""the Olympic Park's"", ""type"": ""FAC"", ""start"": 21, ""end"": 39, ""cms"": null}]",O
52,14/10/2012,https://www.theguardian.com/uk/2012/oct/14/designer-high-line-olympic-park,Designer behind New York's High Line reveals plans for Olympic Park,Positive,objective,objective: Designer behind New York's High Line reveals plans for Olympic Park,"[{""text"": ""New York's"", ""type"": ""GPE"", ""start"": 16, ""end"": 26, ""cms"": null}, {""text"": ""High Line"", ""type"": ""FAC"", ""start"": 27, ""end"": 36, ""cms"": null}, {""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 55, ""end"": 67, ""cms"": null}]",O
234,18/10/2012,https://www.theguardian.com/uk/2012/oct/19/grassroots-clubs-london-2012-legacy,Grassroots clubs say government is endangering London 2012 legacy,Negative,objective,objective: Grassroots clubs say government is endangering London 2012 legacy,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 47, ""end"": 53, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 54, ""end"": 58, ""cms"": null}]",O
101,18/10/2012,https://www.theguardian.com/uk/blog/2012/oct/18/olympic-legacy-london-2012-lord-coe,Lord Coe's London 2012 mission is impossible without clearer thinking | Owen Gibson,Negative,objective,objective: Lord Coe's London 2012 mission is impossible without clearer thinking | Owen Gibson,"[{""text"": ""Coe"", ""type"": ""PERSON"", ""start"": 5, ""end"": 8, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 11, ""end"": 17, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 18, ""end"": 22, ""cms"": null}, {""text"": ""Owen Gibson"", ""type"": ""PERSON"", ""start"": 72, ""end"": 83, ""cms"": null}]",O
212,23/10/2012,https://www.theguardian.com/sport/2012/oct/23/london-2012-olympics-cost-total,"London 2012 Olympics will cost a total of £8.921bn, says minister",Neutral,objective,"objective: London 2012 Olympics will cost a total of £8.921bn, says minister","[{""text"": ""London 2012 Olympics"", ""type"": ""EVENT"", ""start"": 0, ""end"": 20, ""cms"": null}, {""text"": ""\u00a38.921bn,"", ""type"": ""MONEY"", ""start"": 42, ""end"": 51, ""cms"": null}]",Money
156,14/11/2012,https://www.theguardian.com/small-business-network/2012/nov/14/panel-talk-london-olympics,Olympic legacy: what did the London Games do for your business?,Neutral,objective,objective: Olympic legacy: what did the London Games do for your business?,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""the London Games"", ""type"": ""EVENT"", ""start"": 25, ""end"": 41, ""cms"": null}]",O
139,22/11/2012,https://www.theguardian.com/teacher-network/teacher-blog/2012/nov/22/olympic-legacy-marginal-gains-students,An unexpected Olympic legacy: how to make marginal gains with your students,Positive,subjective,subjective: An unexpected Olympic legacy: how to make marginal gains with your students,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 14, ""end"": 21, ""cms"": null}]",O
