	Rank	Link	Title	Sentiment_Title	Labels	subjectivity_label	subjectivity_text	Is_Money	Name
92	10	https://www.dailymail.co.uk/sport/othersports/article-2344904/MARTIN-SAMUEL--THE-DEBATE-Olympic-legacy-The-partys-over.html	MARTIN SAMUEL - THE DEBATE: Olympic legacy? The party's over	Neg	Neg	subjective,objective	subjective: MARTIN SAMUEL - THE DEBATE: Olympic legacy?,objective: The party's over	O	Daily_Mail
93	13	https://www.dailymail.co.uk/sport/othersports/article-2356320/JOANNA-ROWSELL-Its-great-Olympic-legacy-going-events-London-Youth-Games.html	JOANNA ROWSELL: It's great to keep the Olympic legacy going at events such as the London Youth Games	Pos	Pos	objective	objective: JOANNA ROWSELL: It's great to keep the Olympic legacy going at events such as the London Youth Games	O	Daily_Mail
94	49	https://www.dailymail.co.uk/news/article-2367691/50-playing-fields-sold-years-Sell-threat-Olympic-legacy.html	50 playing fields sold in three years: Sell-off is a 'threat to our Olympic legacy'	Neg	Neg	objective	objective: 50 playing fields sold in three years: Sell-off is a 'threat to our Olympic legacy'	O	Daily_Mail
95	8	https://www.dailymail.co.uk/news/article-2370109/Our-Olympic-legacy--new-shopping-centre-Croydon-South-London-town-benefit-Games-boost-UK-economy-10million.html	Our Olympic legacy... a new shopping centre for Croydon: South London town to benefit as Games 'boost UK economy by £10million'	Pos	Pos	objective	objective: Our Olympic legacy. a new shopping centre for Croydon: South London town to benefit as Games 'boost UK economy by £10million'	Money	Daily_Mail
96	166	https://www.dailymail.co.uk/sport/othersports/article-2371717/Sebastian-Coe-Drug-cheats-driving-bulldozer-history.html	Sebastian Coe: Drug cheats are driving bulldozer through our history	Neg	Neg	objective	objective: Sebastian Coe: Drug cheats are driving bulldozer through our history	O	Daily_Mail
97	68	https://www.dailymail.co.uk/news/article-2373212/Olympics-bosses-receive-2-8million-golden-goodbyes-despite-knowing-jobs-axed-2012.html	Olympics bosses receive £2.8million in golden goodbyes despite knowing their jobs would be axed after 2012	Neg	Neg	subjective	subjective: Olympics bosses receive £2.8million in golden goodbyes despite knowing their jobs would be axed after 2012	Money	Daily_Mail
98	199	https://www.dailymail.co.uk/news/article-2372883/As-win-Ashes-Test-Tour-France-MPs-say-children-avoid-competitive-sports-exercise-life.html	As we win the Ashes Test and Tour de France, MPs say children should avoid competitive sports because it can put them off exercise for life	Neg	Neg	objective	objective: As we win the Ashes Test and Tour de France, MPs say children should avoid competitive sports because it can put them off exercise for life	O	Daily_Mail
99	12	https://www.dailymail.co.uk/debate/article-2379391/They-proud-But-Im-afraid-Olympic-legacy-bitter-disappointment.html	They made us so proud. But I'm afraid the Olympic legacy is bitter disappointment	Neg	Neg	objective	objective: They made us so proud. But I'm afraid the Olympic legacy is bitter disappointment	O	Daily_Mail
100	30	https://www.dailymail.co.uk/sport/othersports/article-2380488/Dont-hit-panic-button-Olympic-legacy--winning--Laura-Williamson.html	Don't hit the panic button over the Olympic legacy... we're still winning - Laura Williamson	Pos	Neu	objective	objective: Don't hit the panic button over the Olympic legacy. we're still winning - Laura Williamson	O	Daily_Mail
101	4	https://www.dailymail.co.uk/travel/article-2380909/A-cool-Olympic-legacy-Giant-indoor-ski-centre-East-London-biggest-UK.html	A cool Olympic legacy: Giant indoor ski centre in East London will be biggest in UK	Pos	Pos	objective	objective: A cool Olympic legacy: Giant indoor ski centre in East London will be biggest in UK	O	Daily_Mail
102	189	https://www.dailymail.co.uk/news/article-2381723/Pupils-taught-hours-PE-week-halves-Coalition-government.html	Pupils taught two hours of PE a week 'halves under Coalition government'	Neutral	Neg	objective	objective: Pupils taught two hours of PE a week 'halves under Coalition government'	O	Daily_Mail
103	11	https://www.dailymail.co.uk/sport/othersports/article-2384491/London-rides-crest-wave-cycling-major-focus-Olympic-legacy.html	London rides the crest of a wave as cycling becomes major focus of Olympic legacy	Pos	Pos	objective	objective: London rides the crest of a wave as cycling becomes major focus of Olympic legacy	O	Daily_Mail
104	5	https://www.dailymail.co.uk/sport/othersports/article-2432292/Olympic-legacy-London-velodrome-host-World-Championships-2016.html	Olympic legacy! London velodrome to host World Championships in 2016	Pos	Pos	objective	objective: Olympic legacy! London velodrome to host World Championships in 2016	O	Daily_Mail
105	44	https://www.dailymail.co.uk/travel/article-2479083/VisitEngland-hopes-Wiggins-effect-help-boost-tourism-reveals-2014-highlights.html	VisitEngland hopes 'Wiggins effect' will help boost tourism as it reveals 2014 highlights	Pos	Pos	subjective	subjective: VisitEngland hopes 'Wiggins effect' will help boost tourism as it reveals 2014 highlights	O	Daily_Mail
106	151	https://www.dailymail.co.uk/sport/football/article-2508907/CHARLES-SALE-West-Ham-Leyton-Orient-condemned-squabbling-like-children-Olympic-Stadium.html	CHARLES SALE: West Ham and Leyton Orient condemned for 'squabbling like children' over Olympic Stadium	Neg	Neg	objective	objective: CHARLES SALE: West Ham and Leyton Orient condemned for 'squabbling like children' over Olympic Stadium	O	Daily_Mail
107	146	https://www.dailymail.co.uk/sport/football/article-2510671/Work-Olympic-Stadium-roof-begins-West-Hams-new-home.html	Work on Olympic Stadium roof begins at West Ham's new home	Pos	Pos	objective	objective: Work on Olympic Stadium roof begins at West Ham's new home	O	Daily_Mail
108	38	https://www.dailymail.co.uk/news/article-2513872/First-residents-London-2012-Athletes-Village-accommodation-turned-flats.html	First residents move into London 2012 Athletes' Village after accommodation was turned into flats	other	Pos	objective	objective: First residents move into London 2012 Athletes' Village after accommodation was turned into flats	O	Daily_Mail
109	273	https://www.dailymail.co.uk/news/article-2541676/Failed-asylum-seekers-new-80-000-astroturf-football-pitch-detention-centre-schools-nearby-forced-sell-fields.html	Failed asylum seekers get new £80,000 astroturf football pitch in detention centre	Neg	Neg	objective	objective: Failed asylum seekers get new £80,000 astroturf football pitch in detention centre	Money	Daily_Mail
110	106	https://www.dailymail.co.uk/sport/football/article-2555707/West-Ham-sell-Upton-Park-biggest-London-football-stadium-redevelopment.html	West Ham sell Upton Park in biggest London football stadium redevelopment	Neg	Pos	objective	objective: West Ham sell Upton Park in biggest London football stadium redevelopment	O	Daily_Mail
111	148	https://www.dailymail.co.uk/sport/othersports/article-2556977/Swimming-set-appeal-against-funds-withdrawal-womens-Olympic-sports.html	Swimming set to appeal against funds withdrawal from women's Olympic sports	Neg	Neg	objective	objective: Swimming set to appeal against funds withdrawal from women's Olympic sports	O	Daily_Mail
112	190	https://www.dailymail.co.uk/sport/othersports/article-2570593/Brownlee-brothers-bikes-support-Yorkshire-Festival-Cycling.html	Brownlee brothers get on their bikes in support of Yorkshire Festival of Cycling...and take a ride through the set of Emmerdale while they're at it!	Pos	Pos	objective	objective: Brownlee brothers get on their bikes in support of Yorkshire Festival of Cycling.and take a ride through the set of Emmerdale while they're at it!	O	Daily_Mail
113	85	https://www.dailymail.co.uk/femail/article-2596797/Still-reeling-zip-wire-incident-Boris-Mayor-takes-backseat-Prince-Harry-pay-visit-new-Olympic-Park.html	Prince Harry and Boris Johnson enjoy a playdate at the Olympic Park	Pos	Pos	objective	objective: Prince Harry and Boris Johnson enjoy a playdate at the Olympic Park	O	Daily_Mail
114	43	https://www.dailymail.co.uk/travel/article-2596772/Ever-wanted-use-diving-board-Tom-Daley-Now-Londons-Olympic-Park-officially-opens-public.html	London's Olympic Park officially opens to the public	Pos	Pos	objective	objective: London's Olympic Park officially opens to the public	O	Daily_Mail
115	259	https://www.dailymail.co.uk/health/article-2706986/Britains-TOFI-kids-health-time-bomb-Thats-Thin-Outside-Fat-Inside-1m-fit-children-face-hidden-risks.html	Britain's Thin Outside but Fat Inside kids health time-bomb	Neutral	Neg	subjective	subjective: Britain's Thin Outside but Fat Inside kids health time-bomb	O	Daily_Mail
116	29	https://www.dailymail.co.uk/sport/olympics/article-2717909/Athens-Olympic-relay-stars-team-ten-years-inspire-generation.html	Athens Olympic relay stars team up again after ten years to inspire next generation	Pos	Pos	objective	objective: Athens Olympic relay stars team up again after ten years to inspire next generation	O	Daily_Mail
117	15	https://www.dailymail.co.uk/news/article-2910553/Coalition-promises-London-2012-Olympic-Games-inspire-generation-active-coming-short-Pupils-spend-time-sport-PE-classes-did-four-years-ago.html	Sport and PE in schools have slumped since 2012 London Olympics	Neutral	Neg	objective	objective: Sport and PE in schools have slumped since 2012 London Olympics	O	Daily_Mail
118	22	https://www.dailymail.co.uk/sport/othersports/article-2931144/Olympic-legacy-loses-steam-Sport-England-reveal-245-000-people-swimming.html	Olympic legacy loses steam as Sport England reveal 245,000 people give up swimming	Neg	Neg	objective	objective: Olympic legacy loses steam as Sport England reveal 245,000 people give up swimming	O	Daily_Mail
119	24	https://www.dailymail.co.uk/sport/olympics/article-3120604/Olympic-legacy-risk-222-000-Brits-turn-backs-sport-six-months.html	Olympic legacy at risk after 222,000 Brits turn their backs on sport in last six months	Neg	Neg	objective	objective: Olympic legacy at risk after 222,000 Brits turn their backs on sport in last six months	O	Daily_Mail
120	69	https://www.dailymail.co.uk/sport/sportsnews/article-3130364/Nation-hope-pray-Mo-Farah-s-error-absent-minded.html	Nation must hope and pray that Mo Farah's only error is being absent-minded	Pos	Neg	subjective	subjective: Nation must hope and pray that Mo Farah's only error is being absent-minded	O	Daily_Mail
121	31	https://www.dailymail.co.uk/sport/football/article-3131371/Olympic-Stadium-costs-rise-whopping-35m-West-Ham-prepare-club-pay-15m-272m-total.html	Olympic Stadium costs rise by whopping £35m as West Ham prepare to move in... but club will only pay £15m of £272m total	Neg	Neg	subjective	subjective: Olympic Stadium costs rise by whopping £35m as West Ham prepare to move in. but club will only pay £15m of £272m total	Money	Daily_Mail
122	14	https://www.dailymail.co.uk/news/article-3150711/Wicked-negligent-politicians-failed-use-London-2012-legacy-inspire-generation-children-sport-says-ex-Olympics-minister-Tessa-Jowell.html	Tessa Jowell says London Olympics 2012 legacy has been 'squandered'	Neg	Neg	objective	objective: Tessa Jowell says London Olympics 2012 legacy has been 'squandered'	O	Daily_Mail
123	34	https://www.dailymail.co.uk/sport/othersports/article-3155925/Usain-Bolt-return-Olympic-stadium-won-three-gold-medals-agreeing-compete-Anniversary-Games.html	Usain Bolt will return to Olympic Stadium where he won three gold medals, at Anniversary Games	Pos	Pos	objective	objective: Usain Bolt will return to Olympic Stadium where he won three gold medals, at Anniversary Games	O	Daily_Mail
124	95	https://www.dailymail.co.uk/news/article-3198832/What-stench-s-icon-national-pride-earth-two-porn-barons-protegee-Baroness-Brady-allowed-Olympic-Stadium-deal-entirely-financed-taxpayer.html	Karren Brady took over Olympic Stadium in a deal financed by the taxpayer	Neg	Neu	objective	objective: Karren Brady took over Olympic Stadium in a deal financed by the taxpayer	O	Daily_Mail
125	132	https://www.dailymail.co.uk/sport/football/article-3208194/Karren-Brady-hits-Olympic-Stadium-critics-says-West-Ham-took-house-wanted.html	Karren Brady hits back at Olympic Stadium critics and says West Ham took over the house nobody wanted	Neg	Neg	objective	objective: Karren Brady hits back at Olympic Stadium critics and says West Ham took over the house nobody wanted	O	Daily_Mail
126	88	https://www.dailymail.co.uk/sport/football/article-3211751/West-Ham-s-Olympic-Stadium-means-home-heroes-doesn-t-sit-doing-50-weeks.html	West Ham's Olympic Stadium move means we still have a home for heroes, but it doesn't sit there doing nothing for 50 weeks	Neg	Pos	subjective	subjective: West Ham's Olympic Stadium move means we still have a home for heroes, but it doesn't sit there doing nothing for 50 weeks	O	Daily_Mail
127	3	https://www.dailymail.co.uk/news/article-3276644/So-Olympic-legacy-400-000-fewer-doing-sports-London-s-2012-Games.html	400k fewer are doing sports after London's 2012 Olympic Games	Neutral	Neg	objective	objective: 400k fewer are doing sports after London's 2012 Olympic Games	O	Daily_Mail
128	25	https://www.dailymail.co.uk/sport/rugbyleague/article-3307091/Tom-Burgess-aiming-London-rugby-league-legacy-New-Zealand-clash.html	Tom Burgess aiming for London rugby league 'legacy' after New Zealand clash	Pos	Neg	objective	objective: Tom Burgess aiming for London rugby league 'legacy' after New Zealand clash	O	Daily_Mail
129	2	https://www.dailymail.co.uk/news/article-3712574/Culture-bigwigs-slam-1-3billion-Olympic-legacy-building-project-bunch-giant-warehouses-bleak-area-East-London.html	Olympic legacy building project in London slammed by architects over 'boring' buildings	Neg	Neg	subjective	subjective: Olympic legacy building project in London slammed by architects over 'boring' buildings	O	Daily_Mail
130	1	https://www.dailymail.co.uk/property/article-3725436/The-property-legacy-London-2012-Four-years-s-like-live-Olympic-village.html	The property legacy of London 2012: Four years on, what’s it like to live in the Olympic village?	Pos	Neu	objective	objective: The property legacy of London 2012: Four years on, what’s it like to live in the Olympic village?	O	Daily_Mail
131	33	https://www.dailymail.co.uk/sport/football/article-5109437/London-Assembly-demands-West-Ham-s-landlord-s-accounts.html	London Assembly demands West Ham's landlord's accounts	Neg	Neu	objective	objective: London Assembly demands West Ham's landlord's accounts	O	Daily_Mail
132	37	https://www.dailymail.co.uk/sport/football/article-5136191/Sadiq-Khan-control-West-Hams-London-Stadium.html	Sadiq Khan to take control of West Ham's London Stadium	other	Neu	objective	objective: Sadiq Khan to take control of West Ham's London Stadium	O	Daily_Mail
133	109	https://www.dailymail.co.uk/sport/article-5533675/No-Hitler-analogies-Boris-Johnson-flew-flag-Beijing.html	No Hitler analogies when Boris Johnson flew the flag for Beijing	Neutral	Neg	subjective	subjective: No Hitler analogies when Boris Johnson flew the flag for Beijing	O	Daily_Mail
134	18	https://www.dailymail.co.uk/news/article-7319723/Thousands-cyclists-ride-London-Surrey-again.html	More than 30,000 cyclists ride from London to Surrey and back again	Pos	Neu	objective	objective: More than 30,000 cyclists ride from London to Surrey and back again	O	Daily_Mail
0	62	https://www.theguardian.com/uk/2005/jul/06/olympics2012.olympicgames	London Games would 'inspire athletes of tomorrow'	Pos	Pos	objective	objective: London Games would 'inspire athletes of tomorrow'	O	Guardian
1	210	https://www.theguardian.com/sport/2006/may/04/Olympics2012.politics	London 2012: Legacy is key to 2012	Pos	Neu	objective	objective: London 2012: Legacy is key to 2012	O	Guardian
2	248	https://www.theguardian.com/sport/2006/oct/11/Olympics2012.politics	2012: No cut-price Olympic legacy for football's fat cats	Neg	Neg	subjective	subjective: 2012: No cut-price Olympic legacy for football's fat cats	O	Guardian
3	84	https://www.theguardian.com/commentisfree/2006/dec/13/comment.london	Jonathan Glancey: Ill-defined plans could leave a disastrous legacy for 2012 Olympics	Neg	Neg	subjective	subjective: Jonathan Glancey: Ill-defined plans could leave a disastrous legacy for 2012 Olympics	O	Guardian
4	230	https://www.theguardian.com/sport/2007/mar/07/Olympics2012.politics	Debate: Will the legacy of 2012 be worth all the extra cost?	other	Neu	subjective	subjective: Debate: Will the legacy of 2012 be worth all the extra cost?	O	Guardian
5	260	https://www.theguardian.com/commentisfree/2007/jun/12/comment.Olympics2012	George Monbiot: London is getting into the Olympic spirit - by kicking out the Gypsies	Pos	Pos	objective	objective: George Monbiot: London is getting into the Olympic spirit - by kicking out the Gypsies	O	Guardian
6	95	https://www.theguardian.com/uk/2007/nov/08/architecture.olympics2012	Long on legacy, short on wow	Neg	Neu	subjective	subjective: Long on legacy, short on wow	O	Guardian
7	71	https://www.theguardian.com/sport/2008/may/16/olympicgames2012.boris	I can work with Coe and deliver London legacy, says Hoey	Pos	Pos	objective	objective: I can work with Coe and deliver London legacy, says Hoey	O	Guardian
8	221	https://www.theguardian.com/uk/2008/aug/21/olympics2012.olympics2008	London 2012 Olympic stadium may not have an athletics legacy after all	Neutral	Neg	objective	objective: London 2012 Olympic stadium may not have an athletics legacy after all	O	Guardian
9	209	https://www.theguardian.com/politics/2008/aug/26/boris.olympics2012	London 2012 Olympics: Boris Johnson vows to create 'massive sporting legacy'	Pos	Pos	objective	objective: London 2012 Olympics: Boris Johnson vows to create 'massive sporting legacy'	O	Guardian
10	125	https://www.theguardian.com/uk/2008/oct/02/olympics2012.boris	Boris Johnson appoints Carphone Warehouse founder as chief Olympic adviser	Pos	Neu	objective	objective: Boris Johnson appoints Carphone Warehouse founder as chief Olympic adviser	O	Guardian
11	40	https://www.theguardian.com/uk/2009/feb/10/olympic-games-london-2012-university	Olympic university' to be built on site of London games	Pos	Pos	objective	objective: Olympic university' to be built on site of London games	O	Guardian
12	96	https://www.theguardian.com/uk/2009/mar/19/olympics2012	Olympics: 'Dismay' over Woolwich as shooting venue for London 2012	Neutral	Neu	objective	objective: Olympics: 'Dismay' over Woolwich as shooting venue for London 2012	O	Guardian
13	233	https://www.theguardian.com/careers/video/olympic-planning-team	Working on the Olympic planning team	Pos	Neu	objective	objective: Working on the Olympic planning team	O	Guardian
14	127	https://www.theguardian.com/football/2009/jun/30/olympic-stadium-2012-full-capacity-world-cup	World Cup bid success could keep Olympic stadium at 80,000 capacity	Pos	Pos	objective	objective: World Cup bid success could keep Olympic stadium at 80,000 capacity	O	Guardian
15	243	https://www.theguardian.com/uk/2009/jul/09/london-2012-olympic-stadium-future	Tessa Jowell disputes mayor's claims over 2012 Olympic Stadium legacy	Neg	Neu	objective	objective: Tessa Jowell disputes mayor's claims over 2012 Olympic Stadium legacy	O	Guardian
16	257	https://www.theguardian.com/uk/davehillblog/2009/jul/26/2012-olympic-park-legacy	Urgent thinking is underway about long-term 2012 Olympic legacy	Pos	Neu	objective	objective: Urgent thinking is underway about long-term 2012 Olympic legacy	O	Guardian
17	244	https://www.theguardian.com/uk/2009/jul/26/london-2012-olympics-legacy-tsar	Games tsar to ensure legacy of London 2012 Olympics	Pos	Neu	objective	objective: Games tsar to ensure legacy of London 2012 Olympics	O	Guardian
18	258	https://www.theguardian.com/uk/audio/2009/jul/27/london-olympics-legacy	Owen Gibson on the work being done to ensure that the London Olympics leaves a positive legacy	Pos	Pos	objective	objective: Owen Gibson on the work being done to ensure that the London Olympics leaves a positive legacy	O	Guardian
19	226	https://www.theguardian.com/sport/david-conn-inside-sport-blog/2009/jul/27/olympics-legacy-vision-short-sighted	London Olympics legacy vision will ultimately prove to be short-sighted | David Conn	Neg	Neg	subjective	subjective: London Olympics legacy vision will ultimately prove to be short-sighted | David Conn	O	Guardian
20	264	https://www.theguardian.com/uk/davehillblog/2009/jul/28/london-london	2012 London Olympics social legacy matters more than sport	other	Pos	objective	objective: 2012 London Olympics social legacy matters more than sport	O	Guardian
21	106	https://www.theguardian.com/uk/2009/sep/10/olympic-games-sport-england	Government's 2012 Olympics claims are hollow, say opposition MPs	Neg	Neg	objective	objective: Government's 2012 Olympics claims are hollow, say opposition MPs	O	Guardian
22	231	https://www.theguardian.com/uk/2009/oct/21/sebastian-coe-london-2012-olympics-legacy	Legacy is the story for 2012, says Coe	Pos	Neu	objective	objective: Legacy is the story for 2012, says Coe	O	Guardian
23	148	https://www.theguardian.com/commentisfree/2009/oct/29/london-olympics-2012-legacy	Making London's Olympic legacy last | Alexander Goldberg	Neutral	Pos	subjective	subjective: Making London's Olympic legacy last | Alexander Goldberg	O	Guardian
24	246	https://www.theguardian.com/uk/davehillblog/2009/nov/12/olympic-park-legacy-company-board-members-named	Olympic Park legacy company board members named	Neutral	Neu	objective	objective: Olympic Park legacy company board members named	O	Guardian
25	184	https://www.theguardian.com/commentisfree/2009/nov/24/london-olympic-legacy	London's Olympic legacy up in the air | Dave Hill	Pos	Pos	objective	objective: London's Olympic legacy up in the air | Dave Hill	O	Guardian
26	268	https://www.theguardian.com/uk/2010/jan/05/clive-woodward-london-2012-olympics	Sir Clive Woodward calls for party unity to boost 2012 Olympic legacy	Pos	Pos	objective	objective: Sir Clive Woodward calls for party unity to boost 2012 Olympic legacy	O	Guardian
27	249	https://www.theguardian.com/uk/davehillblog/2010/mar/08/londn-2012-olympics-kate-hoey-legacy	Uncertainty about Olympic legacy continues	Neg	Neu	objective	objective: Uncertainty about Olympic legacy continues	O	Guardian
28	143	https://www.theguardian.com/sport/2010/jun/10/sport-national-lottery-hugh-robertson	Sport to be granted £50m extra National Lottery funding by 2012	Pos	Pos	subjective	subjective: Sport to be granted £50m extra National Lottery funding by 2012	Money	Guardian
29	253	https://www.theguardian.com/uk/2010/jun/17/government-cuts-2012-olympics	Government cuts hit 2012 Olympic legacy as free swimming is axed	Neg	Neg	objective	objective: Government cuts hit 2012 Olympic legacy as free swimming is axed	O	Guardian
30	217	https://www.theguardian.com/business/2010/jun/20/radioactive-waste-olympic-site	Tonnes of radioactive waste casts doubt over London's Olympic stadium legacy	Neg	Neg	subjective	subjective: Tonnes of radioactive waste casts doubt over London's Olympic stadium legacy	O	Guardian
31	79	https://www.theguardian.com/uk/davehillblog/2010/jun/29/2010-london-olympics-park-stadium-legacy	Olympics legacy: frog pond and debt review	Neg	Neg	objective	objective: Olympics legacy: frog pond and debt review	O	Guardian
32	262	https://www.theguardian.com/sport/2010/jul/27/london-2012-two-years-to-go-olympics2012	Olympic legacy will not be derailed by cuts, says sports minister	Neutral	Neu	objective	objective: Olympic legacy will not be derailed by cuts, says sports minister	O	Guardian
33	266	https://www.theguardian.com/uk/davehillblog/2010/jul/28/london-2012-olympics-inside-housing-legacy-concerns	2012 Olympics: legacy in the balance	Pos	Neu	objective	objective: 2012 Olympics: legacy in the balance	O	Guardian
34	247	https://www.theguardian.com/uk/davehillblog/2010/oct/07/will-conservatvies-deliver-olympic-legacy-promises	2012 Olympics: from the people's games to the Tory games?	other	Neu	objective	objective: 2012 Olympics: from the people's games to the Tory games?	O	Guardian
35	45	https://www.theguardian.com/uk/davehillblog/2010/oct/14/2012-olympics-land-debt-london-development-agency	2012 Olympics: 'unresolved' debt and legacy	Neg	Neg	objective	objective: 2012 Olympics: 'unresolved' debt and legacy	O	Guardian
36	211	https://www.theguardian.com/commentisfree/2011/jan/23/observer-editorial-olympic-stadium	Olympic stadium: Don't betray the legacy of London's Games | Editorial	Pos	Neg	subjective	subjective: Olympic stadium: Don't betray the legacy of London's Games | Editorial	O	Guardian
37	214	https://www.theguardian.com/sport/2011/mar/09/ioc-olympic-funding-row-locog-boa	IOC to arbitrate Olympic funding and legacy row between Locog and BOA	Neg	Neu	objective	objective: IOC to arbitrate Olympic funding and legacy row between Locog and BOA	O	Guardian
38	206	https://www.theguardian.com/social-enterprise-network/2011/mar/10/london-olympic-legacy-social-enterprise	Social enterprise and the 2012 Olympic legacy for London	Neutral	Pos	objective	objective: Social enterprise and the 2012 Olympic legacy for London	O	Guardian
39	267	https://www.theguardian.com/social-enterprise-network/2011/mar/10/liveq-a-genertating-olympic-legacy	Live Q&A: London 2012 – generating a lasting legacy	Pos	Pos	objective	objective: Live Q&A: London 2012 – generating a lasting legacy	O	Guardian
40	250	https://www.theguardian.com/sport/2011/mar/28/jeremy-hunt-london-2012-legacy	Jeremy Hunt admits London 2012 legacy targets will be scrapped	Neg	Neg	objective	objective: Jeremy Hunt admits London 2012 legacy targets will be scrapped	O	Guardian
41	154	https://www.theguardian.com/sport/london-2012-olympics-blog/2011/mar/31/london-2012-olympic-legacy	What will be the legacy of the London 2012 Olympics? | Owen Gibson	Neutral	Neu	subjective,objective	subjective: What will be the legacy of the London 2012 Olympics?,objective: | Owen Gibson	O	Guardian
42	245	https://www.theguardian.com/world/audio/2011/apr/08/focus-podcast-olympic-legacy-failing	Guardian Focus Podcast: Why is the Olympic sporting legacy off track?	Neg	Neg	objective	objective: Guardian Focus Podcast: Why is the Olympic sporting legacy off track?	O	Guardian
43	134	https://www.theguardian.com/sport/2011/apr/19/london-2012-canoe-venue-opens	London 2012 canoe venue makes waves to calm stream of negativity	Neg	Pos	objective	objective: London 2012 canoe venue makes waves to calm stream of negativity	O	Guardian
44	207	https://www.theguardian.com/society/davehillblog/2011/may/05/london-2012-olympics-skills-legacy-concerns	Is the Olympics skills legacy on track?	other	Neu	objective	objective: Is the Olympics skills legacy on track?	O	Guardian
45	225	https://www.theguardian.com/sport/2011/may/06/london-olympics-legacy-sabotaged-cuts	Olympics 2012: London legacy 'sabotaged by spending cuts'	Neg	Neg	objective	objective: Olympics 2012: London legacy 'sabotaged by spending cuts'	O	Guardian
46	213	https://www.theguardian.com/sport/davehillblog/2011/may/24/how-green-will-london-2012-olympics-be	How green will the Olympics legacy be?	other	Neu	objective	objective: How green will the Olympics legacy be?	O	Guardian
47	58	https://www.theguardian.com/sport/2011/jul/01/olympic-park-legacy-official-suspended	Olympic Park legacy official suspended over West Ham clash of interests	Neg	Neg	objective	objective: Olympic Park legacy official suspended over West Ham clash of interests	O	Guardian
48	223	https://www.theguardian.com/sport/london-2012-olympics-blog/2011/jul/23/london-2012-olympics-success	London 2012 one year to go: how an Olympics can be judged a success | Paul Hayward	Pos	Pos	objective	objective: London 2012 one year to go: how an Olympics can be judged a success | Paul Hayward	O	Guardian
49	252	https://www.theguardian.com/sport/2011/jul/29/olympic-legacy-winners-and-losers	Letters: Olympic legacy: winners and losers	Neg	Neg	subjective	subjective: Letters: Olympic legacy: winners and losers	O	Guardian
50	219	https://www.theguardian.com/commentisfree/2011/jul/31/observer-editorial-olympic-games-london	Olympic Games: A golden legacy | Observer editorial	Pos	Pos	subjective	subjective: Olympic Games: A golden legacy | Observer editorial	O	Guardian
51	114	https://www.theguardian.com/commentisfree/2011/aug/02/wellcome-trust-olympic-park-legacy	Wellcome Trust plans for the Olympic Park would create a proud legacy | Ian Birrell	Pos	Pos	subjective	subjective: Wellcome Trust plans for the Olympic Park would create a proud legacy | Ian Birrell	O	Guardian
52	61	https://www.theguardian.com/sport/blog/2011/sep/01/sport-language-harry-pearson	London 2012 can legacy by verbing the noun | Harry Pearson	Neutral	Neu	objective	objective: London 2012 can legacy by verbing the noun | Harry Pearson	O	Guardian
53	269	https://www.theguardian.com/sport/2011/sep/03/london-2012-olympic-countdown-paralympic-tickets	London 2012 Olympic Countdown ... 47 weeks to go	Pos	Pos	objective	objective: London 2012 Olympic Countdown . 47 weeks to go	O	Guardian
54	216	https://www.theguardian.com/sport/david-conn-inside-sport-blog/2011/sep/06/tottenham-west-ham-olympic-legacy	Tottenham's fight with West Ham the tip of Olympic legacy problems | David Conn	Neg	Neg	objective	objective: Tottenham's fight with West Ham the tip of Olympic legacy problems | David Conn	O	Guardian
55	227	https://www.theguardian.com/sport/2011/sep/20/richard-caborn-olympics-legacy-failing	Richard Caborn: 'Olympic legacy in danger of failing completely'	Neg	Neg	objective	objective: Richard Caborn: 'Olympic legacy in danger of failing completely'	O	Guardian
56	195	https://www.theguardian.com/social-enterprise-network/2011/sep/29/social-enterprise-olympic-legacy-london	Social enterprise and the London Olympic	other	Neu	objective	objective: Social enterprise and the London Olympic	O	Guardian
57	93	https://www.theguardian.com/sport/2011/oct/04/funding-boost-sports-olympic-legacy	Funding boost for growing sports as fears grow over Olympic legacy	Pos	Pos	objective	objective: Funding boost for growing sports as fears grow over Olympic legacy	O	Guardian
58	53	https://www.theguardian.com/sport/2011/oct/19/olympic-stadium-london-2012	Lord Coe: Olympic stadium will not be white elephant after London 2012	Neg	Pos	objective	objective: Lord Coe: Olympic stadium will not be white elephant after London 2012	O	Guardian
59	60	https://www.theguardian.com/commentisfree/2011/oct/21/london-olympic-legacy	London's Olympic legacy must fulfil the promises made | Dave Hill	Pos	Pos	subjective	subjective: London's Olympic legacy must fulfil the promises made | Dave Hill	O	Guardian
60	54	https://www.theguardian.com/uk/davehillblog/2011/nov/08/olypmic-park-media-buildings-legacy-sought	Olympic Park: long office block and upmarket shed for rent	Neg	Pos	objective	objective: Olympic Park: long office block and upmarket shed for rent	O	Guardian
61	201	https://www.theguardian.com/sport/blog/2011/nov/09/2017-world-championships-olympic-legacy	Olympic legacy at stake in London's bid for 2017 World Championships | Owen Gibson	Pos	Neu	objective	objective: Olympic legacy at stake in London's bid for 2017 World Championships | Owen Gibson	O	Guardian
62	173	https://www.theguardian.com/commentisfree/2011/dec/31/london-2012-olympic-legacy	London 2012 is taking the Olympic legacy seriously | Jennie Price	other	Pos	objective	objective: London 2012 is taking the Olympic legacy seriously | Jennie Price	O	Guardian
